,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
11,Keith Appling\applike01,2016,2016,1,5,27,2,8,0,3,2,2,0,1,1,1,0,3,5,6,.250,.000,1.000,5.4,1.2,0.2,0.2
12,Robert Archibald\archiro01,2004,2004,1,1,4,1,2,0,0,0,2,0,1,0,1,0,0,0,2,.500,,.000,4.0,2.0,1.0,0.0
13,Gilbert Arenas\arenagi01,2011,2011,1,49,1070,139,404,50,182,64,86,16,119,157,44,9,106,112,392,.344,.275,.744,21.8,8.0,2.4,3.2
14,Trevor Ariza\arizatr01,2006,2008,3,89,1683,246,482,0,12,149,236,132,354,88,78,24,105,165,641,.510,.000,.631,18.9,7.2,4.0,1.0
15,B.J. Armstrong\armstbj01,1999,1999,1,22,180,19,45,1,7,9,11,1,23,34,9,0,15,15,48,.422,.143,.818,8.2,2.2,1.0,1.5
16,Darrell Armstrong\armstda01,1995,2003,9,502,14234,2044,4879,654,1892,1156,1302,487,1645,2555,830,63,1159,932,5898,.419,.346,.888,28.4,11.7,3.3,5.1
17,Carlos Arroyo\arroyca01,2006,2008,3,161,3167,471,1047,48,149,283,347,50,307,498,84,5,205,258,1273,.450,.322,.816,19.7,7.9,1.9,3.1
18,Jamel Artis\artisja01,2018,2018,1,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,.392,.276,.583,18.6,5.1,2.5,1.2
19,Chucky Atkins\atkinch01,2000,2000,1,82,1626,314,741,57,163,97,133,20,126,306,52,3,142,137,782,.424,.350,.729,19.8,9.5,1.5,3.7
20,Stacey Augmon\augmost01,2005,2006,2,91,1048,93,240,0,0,78,107,63,152,59,35,14,42,123,264,.388,,.729,11.5,2.9,1.7,0.6
21,D.J. Augustin\augusdj01,2017,2019,3,158,3432,452,1096,215,561,304,360,47,286,522,87,1,220,201,1423,.412,.383,.844,21.7,9.0,1.8,3.3
22,James Augustine\augusja01,2007,2008,2,27,156,19,37,0,0,4,8,17,33,4,5,2,6,20,42,.514,,.500,5.8,1.6,1.2,0.1
23,Isaac Austin\austiis01,1999,1999,1,49,1259,185,453,2,7,105,157,83,237,89,47,35,114,125,477,.408,.286,.669,25.7,9.7,4.8,1.8
24,Anthony Avent\aventan01,1994,1995,2,112,1742,163,414,0,0,76,119,181,477,73,45,61,95,257,402,.394,,.639,15.6,3.6,4.3,0.7
25,Gustavo Ayon\ayongu01,2013,2013,1,43,571,67,125,0,0,19,38,40,140,59,13,13,38,83,153,.536,,.500,13.3,3.6,3.3,1.4
26,Mohamed Bamba\bambamo01,2019,2019,1,5,97,12,24,2,9,0,2,7,25,7,1,9,3,5,26,.500,.222,.000,19.4,5.2,5.0,1.4
27,Matt Barnes\barnema02,2010,2010,1,81,2097,271,557,66,207,108,146,106,445,134,59,30,112,185,716,.487,.319,.740,25.9,8.8,5.5,1.7
28,Andre Barrett\barrean01,2005,2005,1,11,169,25,55,5,15,7,9,6,21,27,5,1,11,16,62,.455,.333,.778,15.4,5.6,1.9,2.5
29,Brandon Bass\bassbr01,2010,2011,2,126,2628,451,878,0,2,242,296,188,551,76,39,79,128,228,1144,.514,.000,.818,20.9,9.1,4.4,0.6
30,Tony Battie\battito01,2005,2009,4,306,6886,777,1589,2,22,263,387,438,1531,157,131,205,276,791,1819,.489,.091,.680,22.5,5.9,5.0,0.5
31,David Benoit\benoida01,1998,1998,1,24,324,50,139,14,51,24,30,18,62,8,9,4,13,37,138,.360,.275,.800,13.5,5.8,2.6,0.3
32,Khem Birch\birchkh01,2018,2019,2,43,588,68,127,0,0,42,61,70,181,34,15,21,21,56,178,.535,,.689,13.7,4.1,4.2,0.8
33,Bismack Biyombo\biyombi01,2017,2018,2,163,3288,362,691,0,1,227,391,301,1035,140,46,186,179,360,951,.524,.000,.581,20.2,5.8,6.3,0.9
34,Keith Bogans\boganke01,2004,2009,4,250,5762,586,1462,310,859,214,300,179,787,292,156,24,193,451,1696,.401,.361,.713,23.0,6.8,3.1,1.2
35,Anthony Bonner\bonnean01,1996,1996,1,4,43,5,15,0,0,3,7,6,19,4,3,0,3,11,13,.333,,.429,10.8,3.3,4.8,1.0
36,Anthony Bowie\bowiean01,1992,1996,5,350,6769,1024,2132,57,181,326,388,229,821,704,222,95,390,563,2431,.480,.315,.840,19.3,6.9,2.3,2.0
37,Earl Boykins\boykiea01,2000,2000,1,1,8,3,4,0,0,0,0,1,1,3,0,0,0,0,6,.750,,,8.0,6.0,1.0,3.0
38,Michael Bradley\bradlmi01,2005,2005,1,8,55,3,7,0,0,0,0,3,14,2,1,2,1,4,6,.429,,,6.9,0.8,1.8,0.3
39,Isaiah Briscoe\briscis01,2019,2019,1,2,16,4,7,1,1,1,3,0,1,3,0,0,1,2,10,.571,1.000,.333,8.0,5.0,0.5,1.5
40,Anthony Brown\brownan02,2017,2017,1,2,16,4,9,1,3,0,0,2,7,2,0,0,1,2,9,.444,.333,,8.0,4.5,3.5,1.0
41,Dee Brown\brownde01,2001,2002,2,14,220,19,64,13,44,4,5,0,20,14,7,1,11,14,55,.297,.295,.800,15.7,3.9,1.4,1.0
42,Jud Buechler\buechju01,2002,2002,1,60,630,42,112,19,54,2,4,27,108,29,20,8,14,46,105,.375,.352,.500,10.5,1.8,1.8,0.5
43,Pat Burke\burkepa01,2003,2003,1,62,783,113,296,1,7,40,58,57,146,23,19,25,47,99,267,.382,.143,.690,12.6,4.3,2.4,0.4
44,Vince Carter\cartevi01,2010,2011,2,97,2974,559,1281,146,402,313,381,44,383,300,73,21,142,259,1577,.436,.363,.822,30.7,16.3,3.9,3.1
45,Terry Catledge\catlete01,1990,1993,4,224,6613,1331,2779,2,17,769,1124,714,1513,244,132,43,451,541,3433,.479,.118,.684,29.5,15.3,6.8,1.1
46,Kelvin Cato\catoke01,2005,2006,2,85,1824,191,369,0,0,138,178,121,479,42,61,92,80,218,520,.518,,.775,21.5,6.1,5.6,0.5
47,Doug Christie\chrisdo01,2005,2005,1,21,529,47,128,5,23,20,22,9,54,46,37,5,36,45,119,.367,.217,.909,25.2,5.7,2.6,2.2
48,Earl Clark\clarkea01,2011,2012,2,78,951,107,266,0,5,43,66,68,208,23,19,47,51,111,257,.402,.000,.652,12.2,3.3,2.7,0.3
49,Anthony Cook\cookan01,1994,1994,1,2,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,.000,,,1.0,0.0,0.0,0.0
50,Brian Cook\cookbr01,2008,2009,2,66,705,107,273,52,130,20,23,30,126,28,14,12,46,110,286,.392,.400,.870,10.7,4.3,1.9,0.4
51,Chris Corchiani\corchch01,1992,1993,2,60,843,90,216,10,40,107,125,19,85,157,51,2,82,111,297,.417,.250,.856,14.1,5.0,1.4,2.6
52,Dave Corzine\corzida01,1990,1990,1,6,79,11,29,0,0,0,2,7,18,2,2,0,8,7,22,.379,,.000,13.2,3.7,3.0,0.3
53,Glen Davis\davisgl01,2012,2014,3,140,3845,671,1524,6,26,275,398,249,859,187,121,62,198,305,1623,.440,.231,.691,27.5,11.6,6.1,1.3
54,Andrew DeClercq\declean01,2001,2005,5,284,4123,420,825,0,0,187,293,445,1065,150,152,125,224,817,1027,.509,,.638,14.5,3.6,3.8,0.5
55,Dewayne Dedmon\dedmode01,2014,2016,3,133,1784,213,392,0,1,104,157,212,601,24,45,109,92,287,530,.543,.000,.662,13.4,4.0,4.5,0.2
56,Bison Dele\delebi01,1992,1993,2,69,1145,211,402,0,1,111,162,139,328,38,55,70,111,187,533,.525,.000,.685,16.6,7.7,4.8,0.6
57,Dell Demps\dempsde01,1997,1997,1,2,10,0,3,0,1,2,2,0,0,0,1,0,0,1,2,.000,.000,1.000,5.0,1.0,0.0,0.0
58,Derrick Dial\dialde01,2004,2004,1,9,86,9,28,2,9,6,8,5,13,2,6,0,1,6,26,.321,.222,.750,9.6,2.9,1.4,0.2
59,Travis Diener\dienetr01,2006,2007,2,49,534,63,149,43,107,17,21,7,39,51,11,0,23,49,186,.423,.402,.810,10.9,3.8,0.8,1.0
60,Michael Doleac\doleami01,1999,2001,3,207,3513,587,1329,1,5,184,234,225,755,148,85,92,150,580,1359,.442,.200,.786,17.0,6.6,3.6,0.7
61,Keyon Dooling\doolike01,2006,2008,3,188,3906,564,1286,66,204,378,455,40,265,354,137,24,215,372,1572,.439,.324,.831,20.8,8.4,1.4,1.9
62,Chris Duhon\duhonch01,2011,2012,2,114,2000,134,332,63,171,31,46,23,154,269,51,11,142,101,362,.404,.368,.674,17.5,3.2,1.4,2.4
63,Kevin Edwards\edwarke01,1998,1998,1,12,135,20,59,2,4,17,20,9,20,13,5,1,10,8,59,.339,.500,.850,11.3,4.9,1.7,1.1
64,Brian Evans\evansbr01,1997,1998,2,58,620,85,228,16,53,40,48,32,93,38,23,10,26,63,226,.373,.302,.833,10.7,3.9,1.6,0.7
65,Maurice Evans\evansma01,2008,2008,1,68,1624,253,517,80,202,47,68,88,209,69,41,9,40,132,633,.489,.396,.691,23.9,9.3,3.1,1.0
66,Patrick Ewing\ewingpa01,2002,2002,1,65,901,148,333,0,1,94,134,60,263,35,22,45,65,129,390,.444,.000,.701,13.9,6.0,4.0,0.5
67,Evan Fournier\fournev01,2015,2019,5,267,8444,1491,3318,507,1345,689,848,129,784,725,251,24,455,661,4178,.449,.377,.813,31.6,15.6,2.9,2.7
68,Adonal Foyle\foylead01,2008,2009,2,91,833,77,164,0,0,19,40,80,234,19,16,53,35,98,173,.470,,.475,9.2,1.9,2.6,0.2
69,Steve Francis\francst01,2005,2006,2,124,4712,812,1905,56,197,730,896,186,669,809,163,39,473,415,2410,.426,.284,.815,38.0,19.4,5.4,6.5
70,Channing Frye\fryech01,2015,2016,2,119,2624,272,673,184,467,50,56,50,434,139,68,59,108,262,778,.404,.394,.893,22.1,6.5,3.6,1.2
71,Reece Gaines\gainere01,2004,2004,1,38,364,25,86,3,10,16,25,8,39,40,11,2,18,22,69,.291,.300,.640,9.6,1.8,1.0,1.1
72,Patricio Garino\garinpa01,2017,2017,1,5,43,0,7,0,5,0,0,1,7,0,0,0,3,4,0,.000,.000,,8.6,0.0,1.4,0.0
73,Kiwane Garris\garriki01,2000,2000,1,3,23,2,10,0,1,0,0,0,1,2,0,0,1,0,4,.200,.000,,7.7,1.3,0.3,0.7
74,Pat Garrity\garripa01,2000,2008,9,513,10524,1394,3373,624,1569,388,475,317,1382,425,238,101,397,1212,3800,.413,.398,.817,20.5,7.4,2.7,0.8
75,Chris Gatling\gatlich01,2000,2000,1,45,1041,210,462,7,23,171,245,91,297,40,48,10,105,142,598,.455,.304,.698,23.1,13.3,6.6,0.9
76,Marcus Georges-Hunt\georgma01,2017,2017,1,5,48,2,7,1,2,9,10,1,9,3,1,0,2,5,14,.286,.500,.900,9.6,2.8,1.8,0.6
77,Gordan Giricek\giricgo01,2003,2004,2,75,2396,331,752,85,232,129,157,55,294,147,71,12,114,153,876,.440,.366,.822,31.9,11.7,3.9,2.0
78,Drew Gooden\goodedr01,2003,2004,2,98,2678,469,1030,9,44,226,342,218,676,109,77,85,171,247,1173,.455,.205,.661,27.3,12.0,6.9,1.1
79,Aaron Gordon\gordoaa01,2015,2019,5,268,7029,1164,2578,255,819,501,720,415,1583,459,207,168,315,532,3084,.452,.311,.696,26.2,11.5,5.9,1.7
80,Ben Gordon\gordobe01,2015,2015,1,56,790,129,295,35,97,56,67,6,63,50,14,1,55,60,349,.437,.361,.836,14.1,6.2,1.1,0.9
81,Marcin Gortat\gortama01,2008,2011,4,175,2319,279,512,1,4,91,141,246,761,50,43,145,90,305,650,.545,.250,.645,13.3,3.7,4.3,0.3
82,Horace Grant\grantho01,1995,2003,7,411,14233,1974,3932,2,29,688,977,1113,3353,879,426,415,432,906,4638,.502,.069,.704,34.6,11.3,8.2,2.1
83,Jerian Grant\grantje02,2019,2019,1,5,97,9,26,1,7,1,2,2,11,10,5,0,8,7,20,.346,.143,.500,19.4,4.0,2.2,2.0
84,Jeff Green\greenje02,2017,2017,1,69,1534,220,558,53,193,145,168,39,214,81,37,13,75,103,638,.394,.275,.863,22.2,9.2,3.1,1.2
85,Litterial Green\greenli01,1993,1994,2,81,752,109,255,2,14,88,133,17,46,125,29,5,55,86,308,.427,.143,.662,9.3,3.8,0.6,1.5
86,Sidney Green\greensi02,1990,1990,1,73,1860,312,667,1,3,136,209,166,588,99,50,26,119,231,761,.468,.333,.651,25.5,10.4,8.1,1.4
87,Willie Green\greenwi01,2015,2015,1,52,951,118,306,42,121,28,34,14,79,68,26,5,48,81,306,.386,.347,.824,18.3,5.9,1.5,1.3
88,Geert Hammink\hammige01,1994,1996,3,5,17,3,8,0,0,4,6,3,6,2,0,0,2,3,10,.375,,.667,3.4,2.0,1.2,0.4
89,Anfernee Hardaway\hardaan01,1994,1999,6,369,13721,2542,5380,366,1176,1568,2047,624,1752,2343,718,191,1120,802,7018,.472,.311,.766,37.2,19.0,4.7,6.3
90,Maurice Harkless\harklma01,2013,2015,3,201,4598,547,1205,101,327,180,312,229,705,155,217,121,182,350,1375,.454,.309,.577,22.9,6.8,3.5,0.8
91,Derek Harper\harpede01,1998,1998,1,66,1761,226,542,59,164,55,79,23,103,233,72,10,101,140,566,.417,.360,.696,26.7,8.6,1.6,3.5
92,Justin Harper\harpeju01,2012,2012,1,14,84,9,31,2,13,0,1,3,12,2,2,3,6,5,20,.290,.154,.000,6.0,1.4,0.9,0.1
93,Matt Harpring\harprma01,1999,2000,2,54,1177,152,337,12,27,108,150,93,226,53,35,7,74,119,424,.451,.444,.720,21.8,7.9,4.2,1.0
94,Al Harrington\harrial01,2013,2013,1,10,119,20,57,8,30,3,4,6,27,10,4,1,7,18,51,.351,.267,.750,11.9,5.1,2.7,1.0
95,Tobias Harris\harrito02,2013,2016,4,205,6803,1205,2603,193,603,590,753,288,1426,361,181,125,319,457,3193,.463,.320,.784,33.2,15.6,7.0,1.8
96,Donnell Harvey\harvedo01,2004,2004,1,24,345,36,89,0,3,26,39,29,72,8,10,11,22,44,98,.404,.000,.667,14.4,4.1,3.0,0.3
97,Mario Hezonja\hezonma01,2016,2018,3,219,4030,571,1365,200,603,175,209,89,603,277,150,63,241,332,1517,.418,.332,.837,18.4,6.9,2.8,1.3
98,Sean Higgins\higgise01,1992,1992,1,32,580,123,262,6,24,24,29,27,94,37,14,6,37,52,276,.469,.250,.828,18.1,8.6,2.9,1.2
99,Grant Hill\hillgr01,2001,2007,6,200,6448,1231,2463,9,40,809,1017,222,991,617,223,78,472,435,3280,.500,.225,.795,32.2,16.4,5.0,3.1
100,Dwight Howard\howardw01,2005,2012,8,621,22471,4034,6988,1,33,3366,5727,2266,8072,935,626,1344,1930,2002,11435,.577,.030,.588,36.2,18.4,13.0,1.5
101,Juwan Howard\howarju01,2004,2004,1,81,2877,529,1169,0,1,318,393,171,570,158,54,22,178,284,1376,.453,.000,.809,35.5,17.0,7.0,2.0
102,Troy Hudson\hudsotr01,2001,2002,2,156,2862,479,1187,88,296,261,305,68,250,417,94,9,255,201,1307,.404,.297,.856,18.3,8.4,1.6,2.7
103,Larry Hughes\hughela01,2012,2012,1,9,114,5,22,1,7,1,2,1,5,7,2,0,12,10,12,.227,.143,.500,12.7,1.3,0.6,0.8
104,Ryan Humphrey\humphry01,2003,2003,1,35,322,23,85,0,0,18,28,30,69,7,4,16,21,57,64,.271,,.643,9.2,1.8,2.0,0.2
105,Brandon Hunter\huntebr01,2005,2005,1,31,224,37,73,0,0,21,39,25,69,3,4,7,22,42,95,.507,,.538,7.2,3.1,2.2,0.1
106,Steven Hunter\huntest01,2002,2004,3,145,1752,205,405,0,0,96,207,132,360,23,19,152,60,238,506,.506,,.464,12.1,3.5,2.5,0.2
107,Serge Ibaka\ibakase01,2017,2017,1,56,1710,343,703,83,214,77,91,100,382,60,34,91,66,139,846,.488,.388,.846,30.5,15.1,6.8,1.1
108,Ersan Ilyasova\ilyaser01,2016,2016,1,22,447,64,153,18,44,32,45,45,121,12,14,6,12,51,178,.418,.409,.711,20.3,8.1,5.5,0.5
109,Jonathan Isaac\isaacjo01,2018,2019,2,32,653,73,180,21,57,22,31,26,135,20,37,35,32,60,189,.406,.368,.710,20.4,5.9,4.2,0.6
110,Wesley Iwundu\iwundwe01,2018,2019,2,64,1053,97,233,9,50,37,52,40,145,57,34,12,30,83,240,.416,.180,.712,16.5,3.8,2.3,0.9
111,Jaren Jackson\jacksja01,2002,2002,1,9,144,15,37,7,20,2,4,1,17,8,5,0,8,13,39,.405,.350,.500,16.0,4.3,1.9,0.9
112,Brandon Jennings\jennibr01,2016,2016,1,25,452,59,161,27,78,30,40,11,50,100,18,5,35,33,175,.366,.346,.750,18.1,7.0,2.0,4.0
113,Britton Johnsen\johnsbr01,2004,2004,1,20,290,17,59,1,12,7,16,15,45,12,7,1,14,28,42,.288,.083,.438,14.5,2.1,2.3,0.6
114,Anthony Johnson\johnsan02,2000,2010,3,129,2101,229,553,66,177,89,116,43,207,276,67,8,116,160,613,.414,.373,.767,16.3,4.8,1.6,2.1
115,DeQuan Jones\jonesde01,2013,2013,1,63,803,95,218,9,35,34,51,17,105,16,19,22,30,55,233,.436,.257,.667,12.7,3.7,1.7,0.3
116,Mark Jones\jonesma03,2005,2005,1,10,116,9,31,0,4,5,10,6,13,6,5,2,3,16,23,.290,.000,.500,11.6,2.3,1.3,0.6
117,Solomon Jones\jonesso01,2014,2014,1,11,85,6,17,0,0,2,4,8,16,2,2,2,2,12,14,.353,,.500,7.7,1.3,1.5,0.2
118,Mario Kasun\kasunma01,2005,2006,2,73,569,78,167,0,1,42,66,76,188,11,10,16,41,155,198,.467,.000,.636,7.8,2.7,2.6,0.2
119,Shawn Kemp\kempsh01,2003,2003,1,79,1633,211,505,0,1,115,155,147,451,55,66,33,102,239,537,.418,.000,.742,20.7,6.8,5.7,0.7
120,Tim Kempton\kemptti01,1998,1998,1,3,15,0,2,0,0,0,0,0,1,1,0,0,0,3,0,.000,,,5.0,0.0,0.3,0.3
121,Jonathan Kerner\kernejo01,1999,1999,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,.000,,,5.0,0.0,0.0,0.0
122,Steve Kerr\kerrst01,1993,1993,1,47,440,48,112,6,24,20,22,5,38,59,8,1,25,34,122,.429,.250,.909,9.4,2.6,0.8,1.3
123,Greg Kite\kitegr01,1991,1994,4,247,4653,311,672,0,2,124,237,433,1253,117,70,162,215,704,746,.463,.000,.523,18.8,3.0,5.1,0.5
124,Jon Koncak\koncajo01,1996,1996,1,67,1288,84,175,3,9,32,57,63,272,51,27,44,41,226,203,.480,.333,.561,19.2,3.0,4.1,0.8
125,Larry Krystkowiak\krystla01,1994,1994,1,34,682,71,148,0,1,31,39,38,123,35,14,4,29,74,173,.480,.000,.795,20.1,5.1,3.6,1.0
126,Doron Lamb\lambdo01,2013,2014,2,77,992,90,228,46,111,41,55,13,78,55,17,1,37,79,267,.395,.414,.745,12.9,3.5,1.0,0.7
127,Jason Lawson\lawsoja01,1998,1998,1,17,80,9,15,0,0,8,10,8,27,5,4,4,2,14,26,.600,,.800,4.7,1.5,1.6,0.3
128,Courtney Lee\leeco01,2009,2009,1,77,1939,243,540,82,203,78,94,18,178,91,76,14,69,157,646,.450,.404,.830,25.2,8.4,2.3,1.2
129,Rashard Lewis\lewisra02,2008,2011,4,257,9114,1457,3299,658,1650,622,754,274,1314,537,280,127,441,651,4194,.442,.399,.825,35.5,16.3,5.1,2.1
130,Todd Lichti\lichtto01,1994,1994,1,4,20,4,9,0,0,0,0,3,4,2,2,0,2,3,8,.444,,,5.0,2.0,1.0,0.5
131,DeAndre Liggins\liggide01,2012,2012,1,17,115,12,25,0,4,9,19,6,15,5,6,0,10,6,33,.480,.000,.474,6.8,1.9,0.9,0.3
132,Tyronn Lue\luety01,2004,2009,2,90,2461,326,757,86,226,103,134,26,198,331,63,5,126,198,841,.431,.381,.769,27.3,9.3,2.2,3.7
133,Shelvin Mack\macksh01,2018,2018,1,69,1365,178,414,48,139,69,97,23,166,272,54,8,89,91,473,.430,.345,.711,19.8,6.9,2.4,3.9
134,Corey Maggette\maggeco01,2000,2000,1,77,1370,224,469,2,11,196,261,123,303,61,24,26,138,169,646,.478,.182,.751,17.8,8.4,3.9,0.8
135,Devyn Marble\marblde01,2015,2016,2,44,457,35,115,12,54,15,40,11,69,29,22,3,16,39,97,.304,.222,.375,10.4,2.2,1.6,0.7
136,Jarell Martin\martija01,2019,2019,1,1,12,3,4,0,1,0,0,0,2,1,0,0,0,0,6,.750,.000,,12.0,6.0,2.0,1.0
137,Jason Maxiell\maxieja01,2014,2014,1,34,488,47,105,0,0,15,31,28,86,9,8,20,14,47,109,.448,,.484,14.4,3.2,2.5,0.3
138,Vernon Maxwell\maxweve01,1998,1998,1,11,169,26,78,6,26,23,26,5,13,12,2,1,12,20,81,.333,.231,.885,15.4,7.4,1.2,1.1
139,Amal McCaskill\mccasam01,1997,1997,1,17,109,10,32,0,2,8,12,4,22,7,3,5,11,7,28,.313,.000,.667,6.4,1.6,1.3,0.4
140,Tracy McGrady\mcgratr01,2001,2004,4,295,11628,2985,6689,509,1410,1819,2368,558,2067,1533,452,292,761,584,8298,.446,.361,.768,39.4,28.1,7.0,5.2
141,Mark McNamara\mcnamma01,1991,1991,1,2,13,0,1,0,0,0,0,0,4,0,0,0,0,1,0,.000,,,6.5,0.0,2.0,0.0
142,Josh McRoberts\mcrobjo01,2013,2013,1,41,685,60,153,17,55,22,30,41,137,70,10,12,28,65,159,.392,.309,.733,16.7,3.9,3.3,1.7
143,Jodie Meeks\meeksjo01,2017,2017,1,36,738,103,256,56,137,65,74,5,77,45,34,4,36,41,327,.402,.409,.878,20.5,9.1,2.1,1.3
144,Ron Mercer\mercero01,2000,2000,1,31,969,188,468,0,9,94,119,35,98,54,42,8,64,76,470,.402,.000,.790,31.3,15.2,3.2,1.7
145,Darko Milicic\milicda01,2006,2007,2,110,2540,351,749,0,1,166,272,179,560,122,55,202,160,286,868,.469,.000,.610,23.1,7.9,5.1,1.1
146,Mike Miller\millemi01,2001,2003,3,194,6339,1015,2355,351,923,356,459,155,886,477,134,58,304,484,2737,.431,.380,.776,32.7,14.1,4.6,2.5
147,Cuttino Mobley\moblecu01,2005,2005,1,23,726,128,296,58,125,55,69,11,63,42,23,9,41,49,369,.432,.464,.797,31.6,16.0,2.7,1.8
148,E'Twaun Moore\mooreet01,2013,2014,2,154,3188,432,1054,124,358,99,127,77,303,318,111,36,160,228,1087,.410,.346,.780,20.7,7.1,2.0,2.1
149,Terence Morris\morrite01,2006,2006,1,22,192,16,49,0,2,3,3,6,38,4,6,5,7,19,35,.327,.000,1.000,8.7,1.6,1.7,0.2
150,Lee Nailon\nailole01,2004,2004,1,8,83,11,27,0,0,7,9,8,14,4,1,0,0,9,29,.407,,.778,10.4,3.6,1.8,0.5
151,Shabazz Napier\napiesh01,2016,2016,1,55,600,68,201,34,104,33,45,9,55,97,23,1,46,38,203,.338,.327,.733,10.9,3.7,1.0,1.8
152,Jameer Nelson\nelsoja01,2005,2014,10,651,19038,3109,7033,874,2335,1092,1337,333,2038,3501,619,45,1461,1681,8184,.442,.374,.817,29.2,12.6,3.1,5.4
153,Andrew Nicholson\nichoan01,2013,2016,4,247,3738,665,1406,82,244,188,241,173,796,116,58,89,195,403,1600,.473,.336,.780,15.1,6.5,3.2,0.5
154,Shaquille O'Neal\onealsh01,1993,1996,4,295,11164,3208,5522,1,11,1602,2936,1236,3691,716,243,824,888,1053,8019,.581,.091,.546,37.8,27.2,12.5,2.4
155,Kyle O'Quinn\oquinky01,2013,2015,3,177,2650,406,810,12,47,131,185,211,772,189,81,153,170,382,955,.501,.255,.708,15.0,5.4,4.4,1.1
156,Victor Oladipo\oladivi01,2014,2016,3,224,7439,1290,2992,256,756,715,885,142,976,904,365,110,613,571,3551,.431,.339,.808,33.2,15.9,4.4,4.0
157,Jawann Oldham\oldhaja01,1990,1990,1,3,36,1,3,0,0,2,5,4,15,0,2,3,3,6,4,.333,,.400,12.0,1.3,5.0,0.0
158,Kevin Ollie\ollieke01,1998,1999,2,20,220,23,57,0,1,32,47,3,19,33,7,0,28,16,78,.404,.000,.681,11.0,3.9,1.0,1.7
159,Arinze Onuaku\onuakar01,2017,2017,1,8,28,2,4,0,0,0,0,2,6,2,0,1,2,3,4,.500,,,3.5,0.5,0.8,0.3
160,Daniel Orton\ortonda01,2012,2012,1,16,187,17,30,0,1,11,25,19,39,5,8,9,7,30,45,.567,.000,.440,11.7,2.8,2.4,0.3
161,Bo Outlaw\outlabo01,1998,2008,8,360,9646,899,1537,2,12,452,829,815,2160,777,401,536,557,914,2252,.585,.167,.545,26.8,6.3,6.0,2.2
162,Doug Overton\overtdo01,1999,1999,1,6,33,6,12,0,2,6,6,1,2,3,1,0,3,2,18,.500,.000,1.000,5.5,3.0,0.3,0.5
163,Olumide Oyedeji\oyedeol01,2003,2003,1,27,145,10,23,0,0,7,11,10,50,5,5,3,5,30,27,.435,,.636,5.4,1.0,1.9,0.2
164,Zaza Pachulia\pachuza01,2004,2004,1,59,664,68,175,0,0,58,90,69,174,13,21,12,34,87,194,.389,,.644,11.3,3.3,2.9,0.2
165,Anthony Parker\parkean01,2000,2000,1,16,185,24,57,1,14,8,11,5,27,10,8,4,11,13,57,.421,.071,.727,11.6,3.6,1.7,0.6
