,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
26,Tierre Brown\brownti01,2004,2004,1,3,17,2,4,0,0,2,4,0,1,2,0,0,7,1,6,.500,,.500,5.7,2.0,0.3,0.7
27,Rasual Butler\butlera01,2006,2009,4,293,7587,1010,2484,410,1097,247,342,158,859,214,139,181,201,515,2677,.407,.374,.722,25.9,9.1,2.9,0.7
28,Elden Campbell\campbel01,2003,2003,1,41,685,101,247,0,1,93,115,34,142,42,24,31,42,102,295,.409,.000,.809,16.7,7.2,3.5,1.0
29,Maurice Carter\cartema01,2004,2004,1,6,60,6,21,3,8,5,8,2,8,2,0,0,3,5,20,.286,.375,.625,10.0,3.3,1.3,0.3
30,Omri Casspi\casspom01,2017,2017,1,1,24,5,9,2,4,0,0,1,2,0,0,0,2,3,12,.556,.500,,24.0,12.0,2.0,0.0
31,Tyson Chandler\chandty01,2007,2009,3,197,6753,829,1356,0,2,358,629,805,2225,169,97,269,332,631,2016,.611,.000,.569,34.3,10.2,11.3,0.9
32,Josh Childress\childjo01,2014,2014,1,4,24,0,0,0,0,0,0,0,3,2,1,0,1,1,0,,,,6.0,0.0,0.8,0.5
33,Ian Clark\clarkia01,2018,2019,2,76,1477,226,499,65,198,47,61,10,128,111,33,10,59,125,564,.453,.328,.770,19.4,7.4,1.7,1.5
34,Speedy Claxton\claxtsp01,2005,2006,2,87,2384,345,846,18,72,271,361,44,224,427,130,8,181,207,979,.408,.250,.751,27.4,11.3,2.6,4.9
35,Norris Cole\coleno01,2015,2016,2,73,1881,308,736,61,176,78,100,11,202,257,52,12,116,151,755,.418,.347,.780,25.8,10.3,2.8,3.5
36,Darren Collison\collida01,2010,2010,1,76,2109,376,789,46,115,148,174,41,192,432,78,4,202,92,946,.477,.400,.851,27.8,12.4,2.5,5.7
37,Quinn Cook\cookqu01,2017,2017,1,9,111,22,41,6,12,2,3,1,4,14,3,0,5,7,52,.537,.500,.667,12.3,5.8,0.4,1.6
38,Charles Cooke\cookech01,2018,2018,1,13,38,2,14,1,8,1,2,0,2,1,1,0,1,0,6,.143,.125,.500,2.9,0.5,0.2,0.1
39,DeMarcus Cousins\couside01,2017,2018,2,65,2311,548,1178,140,390,388,515,142,828,323,104,95,304,258,1624,.465,.359,.753,35.6,25.0,12.7,5.0
40,Jordan Crawford\crawfjo02,2017,2018,2,24,495,117,245,45,109,21,27,6,38,70,12,3,30,37,300,.478,.413,.778,20.6,12.5,1.6,2.9
41,Dante Cunningham\cunnida01,2015,2018,4,263,6387,614,1335,162,473,122,192,233,962,190,154,114,120,449,1512,.460,.342,.635,24.3,5.7,3.7,0.7
42,Antonio Daniels\daniean01,2009,2009,1,61,733,81,191,17,49,55,67,5,55,130,19,1,49,41,234,.424,.347,.821,12.0,3.8,0.9,2.1
43,Anthony Davis\davisan02,2013,2019,7,413,14364,3655,7058,136,435,2252,2835,1045,4273,780,557,996,762,983,9698,.518,.313,.794,34.8,23.5,10.3,1.9
44,Baron Davis\davisba01,2003,2005,3,135,5168,997,2503,330,1002,404,579,138,540,950,280,53,393,378,2728,.398,.329,.698,38.3,20.2,4.0,7.0
45,Bryce Dejean-Jones\dejeabr01,2016,2016,1,14,279,28,69,12,32,11,21,8,48,15,10,2,11,17,79,.406,.375,.524,19.9,5.6,3.4,1.1
46,Cheick Diallo\diallch01,2017,2019,3,71,786,140,254,0,0,65,87,70,288,23,15,28,36,99,345,.551,,.747,11.1,4.9,4.1,0.3
47,Dan Dickau\dickada01,2005,2005,1,67,2074,305,748,84,242,188,225,34,179,346,76,4,144,200,882,.408,.347,.836,31.0,13.2,2.7,5.2
48,Toney Douglas\douglto01,2015,2016,2,73,1439,202,496,86,221,92,112,27,165,181,81,9,74,151,582,.407,.389,.821,19.7,8.0,2.3,2.5
49,Bryce Drew\drewbr01,2003,2004,2,28,157,12,45,4,14,3,3,4,19,24,6,0,11,3,31,.267,.286,1.000,5.6,1.1,0.7,0.9
50,Larry Drew\drewla02,2018,2018,1,7,55,6,17,3,6,0,0,2,2,8,0,0,2,4,15,.353,.500,,7.9,2.1,0.3,1.1
51,Jerome Dyson\dysonje01,2012,2012,1,9,180,19,48,1,8,28,36,2,19,18,11,2,20,19,67,.396,.125,.778,20.0,7.4,2.1,2.0
52,Corsley Edwards\edwarco01,2005,2005,1,10,110,10,31,0,0,7,12,12,25,3,3,4,2,19,27,.323,,.583,11.0,2.7,2.5,0.3
