,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
444,Jay Vincent\vinceja01,1990,1990,1,17,259,45,105,1,1,33,37,13,36,8,10,2,14,23,124,.429,1.000,.892,15.2,7.3,2.1,0.5
445,Danny Vranes\vraneda01,1987,1988,2,115,1589,112,259,1,8,36,80,96,263,66,62,58,51,227,261,.432,.125,.450,13.8,2.3,2.3,0.6
446,Nikola Vucevic\vucevni01,2012,2012,1,51,812,131,291,3,8,18,34,88,246,31,20,34,33,111,283,.450,.375,.529,15.9,5.5,4.8,0.6
447,Chet Walker\walkech01,1963,1969,7,558,17624,3318,7254,,,2407,3255,,4416,1029,,,,1618,9043,.457,,.739,31.6,16.2,7.9,1.8
448,Rex Walters\waltere01,1996,1998,3,111,1691,208,469,79,216,102,125,35,164,229,55,7,112,141,597,.443,.366,.816,15.2,5.4,1.5,2.1
449,Perry Warbington\warbipe01,1975,1975,1,5,70,4,21,,,2,2,2,8,16,0,0,,16,10,.190,,1.000,14.0,2.0,1.6,3.2
450,Gerry Ward\wardge01,1966,1966,1,66,838,67,189,,,39,60,,89,80,,,,163,173,.354,,.650,12.7,2.6,1.3,1.2
451,Casper Ware\wareca01,2014,2014,1,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,.429,.333,.833,12.9,5.3,1.0,1.1
452,Ben Warley\warlebe01,1963,1966,4,170,2852,360,861,,,369,516,,984,128,,,,487,1089,.418,,.715,16.8,6.4,5.8,0.8
453,Jim Washington\washiji01,1970,1972,3,174,5505,864,1827,,,518,680,,1616,226,,,,579,2246,.473,,.762,31.6,12.9,9.3,1.3
454,Wilson Washington\washiwi01,1978,1978,1,14,38,8,19,,,3,6,2,14,1,1,2,10,3,19,.421,,.500,2.7,1.4,1.0,0.1
455,Maalik Wayns\waynsma01,2013,2013,1,21,165,19,72,5,25,13,15,1,5,20,3,0,13,18,56,.264,.200,.867,7.9,2.7,0.2,1.0
456,Clarence Weatherspoon\weathcl01,1993,1998,6,448,16127,2669,5694,10,50,1519,2094,1142,3715,892,529,496,947,1044,6867,.469,.200,.725,36.0,15.3,8.3,2.0
457,Chris Webber\webbech01,2005,2007,3,114,4139,849,2018,27,97,319,425,257,1055,383,147,96,264,325,2044,.421,.278,.751,36.3,17.9,9.3,3.4
458,Sonny Weems\weemsso01,2016,2016,1,7,78,7,21,2,9,1,2,1,12,2,0,0,4,7,17,.333,.222,.500,11.1,2.4,1.7,0.3
459,Bob Weiss\weissbo01,1966,1967,2,13,59,8,19,,,2,5,,10,14,,,,18,18,.421,,.400,4.5,1.4,0.8,1.1
460,Chris Welp\welpch01,1988,1989,2,82,975,117,253,0,1,60,91,70,217,34,28,46,51,201,294,.462,.000,.659,11.9,3.6,2.6,0.4
461,Walt Wesley\weslewa01,1975,1975,1,4,33,5,9,,,2,4,4,8,1,0,0,,8,12,.556,,.500,8.3,3.0,2.0,0.3
462,Hubie White\whitehu01,1964,1964,1,23,196,31,105,,,17,28,,42,12,,,,28,79,.295,,.607,8.5,3.4,1.8,0.5
463,Mitchell Wiggins\wiggimi01,1992,1992,1,49,569,88,229,0,1,35,51,43,94,22,20,1,25,67,211,.384,.000,.686,11.6,4.3,1.9,0.4
464,Damien Wilkins\wilkida02,2013,2013,1,61,1095,145,316,17,51,81,109,32,105,91,37,18,49,98,388,.459,.333,.743,18.0,6.4,1.7,1.5
465,Eddie Lee Wilkins\wilkied01,1993,1993,1,26,192,55,97,0,2,48,78,14,40,2,7,1,17,34,158,.567,.000,.615,7.4,6.1,1.5,0.1
466,Elliot Williams\williel01,2014,2014,1,67,1157,140,337,37,125,87,119,30,130,72,35,3,68,126,404,.415,.296,.731,17.3,6.0,1.9,1.1
467,Jayson Williams\willija01,1991,1992,2,102,1154,147,367,1,2,93,144,103,256,28,29,26,84,202,388,.401,.500,.646,11.3,3.8,2.5,0.3
468,Lou Williams\willilo02,2006,2012,7,455,9955,1730,4113,373,1107,1325,1661,184,912,1356,373,78,614,641,5158,.421,.337,.798,21.9,11.3,2.0,3.0
469,Monty Williams\willimo01,2003,2003,1,21,276,34,80,0,2,24,32,12,45,26,12,5,17,33,92,.425,.000,.750,13.1,4.4,2.1,1.2
470,Sam Williams\willisa02,1984,1985,2,116,1863,251,553,0,2,114,180,155,432,71,88,129,140,295,616,.454,.000,.633,16.1,5.3,3.7,0.6
471,Scott Williams\willisc01,1995,1999,5,212,4109,476,996,0,16,178,237,429,1141,135,140,110,174,606,1130,.478,.000,.751,19.4,5.3,5.4,0.6
472,Corliss Williamson\willico02,2005,2005,1,48,1056,194,417,0,2,130,165,73,178,43,26,12,60,144,518,.465,.000,.788,22.0,10.8,3.7,0.9
473,George Wilson\wilsoge01,1969,1970,2,105,1388,199,486,,,182,256,,533,84,,,,232,580,.409,,.711,13.2,5.5,5.1,0.8
474,Trevor Wilson\wilsotr01,1996,1996,1,6,79,10,20,0,0,3,4,7,14,4,3,0,1,9,23,.500,,.750,13.2,3.8,2.3,0.7
475,David Wingate\wingada01,1987,1989,3,171,3403,531,1262,25,98,275,367,126,294,347,149,43,267,337,1362,.421,.255,.749,19.9,8.0,1.7,2.0
476,Voise Winters\wintevo01,1986,1986,1,4,17,3,13,0,1,0,0,1,3,0,1,0,2,1,6,.231,.000,,4.3,1.5,0.8,0.0
477,Dave Wohl\wohlda01,1972,1972,1,79,1628,243,567,,,156,206,,150,228,,,,229,642,.429,,.757,20.6,8.1,1.9,2.9
478,Christian Wood\woodch01,2016,2016,1,17,145,22,53,4,11,13,21,13,38,3,5,7,2,11,61,.415,.364,.619,8.5,3.6,2.2,0.2
479,Leon Wood\woodle01,1985,1986,2,67,724,107,270,17,59,45,60,12,45,120,22,0,32,41,276,.396,.288,.750,10.8,4.1,0.7,1.8
480,Orlando Woolridge\woolror01,1994,1994,1,74,1955,364,773,1,14,208,302,103,298,139,41,56,142,186,937,.471,.071,.689,26.4,12.7,4.0,1.9
481,Dorell Wright\wrighdo01,2013,2013,1,79,1783,237,599,135,361,120,141,42,302,150,62,35,64,98,729,.396,.374,.851,22.6,9.2,3.8,1.9
482,Sharone Wright\wrighsh01,1995,1996,2,125,3180,544,1160,0,8,299,468,315,771,75,61,143,232,371,1387,.469,.000,.639,25.4,11.1,6.2,0.6
483,Tony Wroten\wroteto01,2014,2016,3,110,2804,542,1307,80,347,349,543,93,335,394,129,24,346,234,1513,.415,.231,.643,25.5,13.8,3.0,3.6
484,George Yardley\yardlge01,1959,1960,2,88,2822,642,1404,,,440,558,,683,147,,,,264,1724,.457,,.789,32.1,19.6,7.8,1.7
485,Barry Yates\yatesba01,1972,1972,1,24,144,31,83,,,7,11,,40,7,,,,14,69,.373,,.636,6.0,2.9,1.7,0.3
486,James Young\youngja01,2018,2018,1,6,61,5,14,3,10,4,6,0,2,2,0,0,1,4,17,.357,.300,.667,10.2,2.8,0.3,0.3
487,Michael Young\youngmi01,1986,1986,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,1.0,0.0,0.0,0.0
488,Nick Young\youngni01,2013,2013,1,59,1411,224,542,75,210,105,128,24,130,84,36,14,50,84,628,.413,.357,.820,23.9,10.6,2.2,1.4
489,Sam Young\youngsa01,2012,2012,1,14,135,13,44,5,8,9,14,6,21,6,6,4,7,11,40,.295,.625,.643,9.6,2.9,1.5,0.4
490,Thaddeus Young\youngth01,2008,2014,7,516,15516,3018,6038,208,647,834,1192,1027,2845,704,708,204,717,1125,7078,.500,.321,.700,30.1,13.7,5.5,1.4
