,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
332,Bobby Simmons\simmobo01,2011,2011,1,2,16,0,3,0,3,0,0,0,0,2,0,0,0,2,0,.000,.000,,8.0,0.0,0.0,1.0
333,Jonathon Simmons\simmojo02,2016,2017,2,133,2205,299,663,48,149,168,224,36,256,184,71,30,129,249,814,.451,.322,.750,16.6,6.1,1.9,1.4
334,Scott Sims\simssc01,1978,1978,1,12,95,10,26,,,10,15,5,13,20,3,0,19,16,30,.385,,.667,7.9,2.5,1.1,1.7
335,Keith Smart\smartke01,1989,1989,1,2,12,0,2,0,1,2,2,0,1,2,0,0,2,0,2,.000,.000,1.000,6.0,1.0,0.5,1.0
336,Charles Smith\smithch04,2002,2002,1,60,1141,182,428,35,131,42,65,34,133,80,52,44,59,114,441,.425,.267,.646,19.0,7.4,2.2,1.3
337,Charles Smith\smithch01,1996,1997,2,51,1155,164,368,0,1,66,86,92,267,50,45,51,67,144,394,.446,.000,.767,22.6,7.7,5.2,1.0
338,John Smith\smithjo01,1969,1970,2,125,3138,338,855,0,1,164,292,372,1138,110,,,185,477,840,.395,.000,.562,25.1,6.7,9.1,0.9
339,Ken Smith\smithke02,1976,1976,1,19,164,34,83,1,5,13,16,9,24,7,4,0,8,22,82,.410,.200,.813,8.6,4.3,1.3,0.4
340,Larry Smith\smithla01,1993,1993,1,66,833,38,87,0,0,9,22,103,268,28,23,16,39,133,85,.437,,.409,12.6,1.3,4.1,0.4
341,Robert Smith\smithro01,1983,1983,1,7,25,5,11,0,1,2,2,0,3,2,1,0,3,6,12,.455,.000,1.000,3.6,1.7,0.4,0.3
342,Steve Smith\smithst01,2002,2003,2,130,3243,423,973,155,364,254,295,66,292,221,82,24,151,237,1255,.435,.426,.861,24.9,9.7,2.2,1.7
343,Mike Smrek\smrekmi01,1989,1989,1,43,623,72,153,0,0,49,76,42,129,12,13,58,48,102,193,.471,,.645,14.5,4.5,3.0,0.3
344,Felton Spencer\spencfe01,2000,2000,1,26,149,15,33,0,0,20,30,15,39,3,6,8,9,32,50,.455,,.667,5.7,1.9,1.5,0.1
345,Tiago Splitter\splitti01,2011,2015,5,311,6157,978,1746,0,6,620,899,523,1637,389,177,196,354,606,2576,.560,.000,.690,19.8,8.3,5.3,1.3
346,Damon Stoudamire\stoudda01,2008,2008,1,31,413,43,143,14,55,6,8,6,47,53,11,2,30,30,106,.301,.255,.750,13.3,3.4,1.5,1.7
347,Rod Strickland\stricro02,1990,1992,3,146,5250,787,1680,18,57,434,624,196,617,1203,292,34,401,336,2026,.468,.316,.696,36.0,13.9,4.2,8.2
348,John Stroeder\stroejo01,1989,1989,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,,2.0,0.0,0.0,0.0
349,Jon Sundvold\sundvjo01,1986,1988,3,198,3939,761,1606,97,273,152,180,56,226,759,96,2,239,273,1771,.474,.355,.844,19.9,8.9,1.1,3.8
350,Greg Sutton\suttogr01,1992,1992,1,67,601,93,240,26,89,34,45,6,47,91,26,9,70,111,246,.388,.292,.756,9.0,3.7,0.7,1.4
351,Skeeter Swift\swiftsk01,1973,1974,2,58,1276,200,441,20,61,144,169,25,98,165,3,0,149,166,564,.454,.328,.852,22.0,9.7,1.7,2.8
352,Levern Tart\tartle01,1971,1971,1,33,821,165,409,6,25,96,120,51,133,101,,,80,87,432,.403,.240,.800,24.9,13.1,4.0,3.1
353,Collis Temple\templco01,1975,1975,1,24,102,17,41,0,1,8,10,14,31,15,4,4,12,29,42,.415,.000,.800,4.3,1.8,1.3,0.6
354,Garrett Temple\templga01,2010,2011,2,16,214,29,69,10,24,14,23,4,16,14,9,3,12,27,82,.420,.417,.609,13.4,5.1,1.0,0.9
355,Chuck Terry\terrych01,1974,1975,2,140,2279,280,607,4,10,75,94,144,383,141,55,8,70,285,639,.461,.400,.798,16.3,4.6,2.7,1.0
356,David Thirdkill\thirdda01,1985,1985,1,2,52,5,11,0,0,5,6,5,7,3,2,1,2,5,15,.455,,.833,26.0,7.5,3.5,1.5
357,Kurt Thomas\thomaku01,2008,2009,2,107,1928,209,429,0,3,51,69,170,543,80,55,72,60,227,469,.487,.000,.739,18.0,4.4,5.1,0.7
358,Malcolm Thomas\thomama01,2012,2014,2,4,30,1,7,0,0,1,4,2,12,1,1,3,1,0,3,.143,,.250,7.5,0.8,3.0,0.3
359,Mychal Thompson\thompmy01,1987,1987,1,49,1210,230,528,1,1,144,196,91,276,87,31,41,77,117,605,.436,1.000,.735,24.7,12.3,5.6,1.8
360,Anthony Tolliver\tollian01,2009,2009,1,19,208,19,65,9,41,5,10,12,41,17,5,1,7,16,52,.292,.220,.500,10.9,2.7,2.2,0.9
361,Linton Townes\towneli01,1985,1985,1,1,8,0,6,0,0,2,2,1,1,0,0,0,0,1,2,.000,,1.000,8.0,2.0,1.0,0.0
362,Ansley Truitt\truitan01,1973,1973,1,16,86,18,42,0,0,3,9,10,38,2,,,7,9,39,.429,,.333,5.4,2.4,2.4,0.1
363,Trent Tucker\tucketr01,1992,1992,1,24,415,60,129,19,48,16,20,8,37,27,21,3,14,39,155,.465,.396,.800,17.3,6.5,1.5,1.1
364,Hedo Turkoglu\turkohe01,2004,2004,1,80,2073,262,645,101,241,114,161,52,358,154,80,32,94,165,739,.406,.419,.708,25.9,9.2,4.5,1.9
365,Ime Udoka\udokaim01,2008,2011,3,160,2481,274,683,102,298,76,112,69,434,130,100,30,101,227,726,.401,.342,.679,15.5,4.5,2.7,0.8
366,Beno Udrih\udrihbe01,2005,2007,3,207,2683,406,967,115,327,159,199,45,217,364,82,13,186,221,1086,.420,.352,.799,13.0,5.2,1.0,1.8
367,Nick Van Exel\vanexni01,2006,2006,1,65,986,136,343,55,154,28,41,6,91,123,16,3,57,60,355,.397,.357,.683,15.2,5.5,1.4,1.9
368,Dennis Van Zant\vanzade01,1976,1976,1,1,2,0,0,0,0,2,2,0,1,0,0,0,0,1,2,,,1.000,2.0,2.0,1.0,0.0
369,Jacque Vaughn\vaughja01,2007,2009,3,168,2191,216,525,5,13,126,163,25,164,345,53,3,109,197,563,.411,.385,.773,13.0,3.4,1.0,2.1
370,Bob Verga\vergabo01,1968,1968,1,31,1285,280,633,13,50,162,218,,138,74,,,95,93,735,.442,.260,.743,41.5,23.7,4.5,2.4
371,Jay Vincent\vinceja01,1989,1989,1,24,551,91,219,0,1,35,51,36,92,22,5,3,37,52,217,.416,.000,.686,23.0,9.0,3.8,0.9
372,Samaki Walker\walkesa01,2000,2001,2,132,1943,258,557,1,3,164,250,144,515,67,20,76,132,211,681,.463,.333,.656,14.7,5.2,3.9,0.5
373,Charlie Ward\wardch01,2004,2004,1,36,425,45,130,25,68,4,6,2,48,45,17,3,27,33,119,.346,.368,.667,11.8,3.3,1.3,1.3
374,Henry Ward\wardhe01,1976,1977,2,88,859,188,423,6,23,31,44,55,173,41,22,15,45,129,413,.444,.261,.705,9.8,4.7,2.0,0.5
375,Jim Ware\wareji01,1969,1969,1,1,15,3,4,0,0,1,2,2,7,1,,,1,4,7,.750,,.500,15.0,7.0,7.0,1.0
376,Bob Warren\warrebo01,1973,1975,3,116,1650,208,452,3,9,138,160,77,195,145,44,14,114,174,557,.460,.333,.863,14.2,4.8,1.7,1.3
377,Darius Washington\washida01,2008,2008,1,18,146,21,48,4,12,7,13,4,20,15,5,0,14,16,53,.438,.333,.538,8.1,2.9,1.1,0.8
378,Brant Weidner\weidnbr01,1984,1984,1,8,38,2,9,0,0,4,4,4,11,0,0,2,2,5,8,.222,,1.000,4.8,1.0,1.4,0.0
379,Chris Welp\welpch01,1990,1990,1,13,56,7,23,0,0,1,2,7,12,5,1,0,6,21,15,.304,,.500,4.3,1.2,0.9,0.4
380,David West\westda01,2016,2016,1,78,1404,244,448,3,7,63,80,72,309,143,44,55,68,142,554,.545,.429,.788,18.0,7.1,4.0,1.8
381,Ennis Whatley\whatlen01,1986,1986,1,2,14,1,2,0,0,0,0,0,0,3,0,0,4,1,2,.500,,,7.0,1.0,0.0,1.5
382,Derrick White\whitede01,2018,2018,1,17,139,16,33,8,13,14,20,5,26,9,4,3,6,8,54,.485,.615,.700,8.2,3.2,1.5,0.5
383,James White\whiteja02,2007,2007,1,6,137,18,41,2,7,12,15,3,20,5,3,1,5,7,50,.439,.286,.800,22.8,8.3,3.3,0.8
384,Jerome Whitehead\whiteje01,1989,1989,1,52,580,69,176,0,0,30,45,49,129,17,22,4,22,107,168,.392,,.667,11.2,3.2,2.5,0.3
385,Chris Whitney\whitnch01,1994,1995,2,65,518,39,129,13,49,23,26,9,42,81,15,1,55,87,114,.302,.265,.885,8.0,1.8,0.6,1.2
386,Gene Wiley\wileyge01,1968,1968,1,1,21,0,1,0,0,1,3,,3,0,,,2,3,1,.000,,.333,21.0,1.0,3.0,0.0
387,Michael Wiley\wileymi01,1981,1981,1,33,271,76,138,0,2,36,48,22,64,11,8,6,28,38,188,.551,.000,.750,8.2,5.7,1.9,0.3
388,Morlon Wiley\wileymo01,1992,1992,1,3,13,3,5,0,0,0,0,0,1,1,0,0,0,3,6,.600,,,4.3,2.0,0.3,0.3
389,Dominique Wilkins\wilkido01,1997,1997,1,63,1945,397,953,70,239,281,350,169,402,119,39,31,135,100,1145,.417,.293,.803,30.9,18.2,6.4,1.9
390,Jeff Wilkins\wilkije01,1986,1986,1,27,522,51,134,0,0,28,46,34,127,18,8,10,20,71,130,.381,,.609,19.3,4.8,4.7,0.7
391,Mike Wilks\wilksmi01,2005,2005,1,48,278,32,77,5,16,12,16,4,25,33,14,1,14,26,81,.416,.313,.750,5.8,1.7,0.5,0.7
392,Brandon Williams\willibr01,1999,1999,1,3,4,0,0,0,0,2,4,1,1,0,0,0,0,0,2,,,.500,1.3,0.7,0.3,0.0
393,Eric Williams\willier01,2007,2007,1,16,88,15,34,8,17,4,7,1,14,6,2,0,5,6,42,.441,.471,.571,5.5,2.6,0.9,0.4
394,Kevin Williams\willike01,1984,1984,1,19,200,25,58,0,1,25,32,4,13,43,8,4,22,42,75,.431,.000,.781,10.5,3.9,0.7,2.3
395,Marcus Williams\willima04,2008,2009,2,3,5,2,3,0,0,0,0,0,0,0,0,1,0,1,4,.667,,,1.7,1.3,0.0,0.0
396,Monty Williams\willimo01,1996,1998,3,154,2781,419,874,1,4,251,380,176,408,184,93,78,211,311,1090,.479,.250,.661,18.1,7.1,2.6,1.2
397,Ray Williams\willira01,1986,1986,1,23,397,50,131,2,6,62,64,13,37,111,28,3,51,64,164,.382,.333,.969,17.3,7.1,1.6,4.8
398,Reggie Williams\willire02,2015,2015,1,20,105,15,39,3,19,4,4,5,17,10,1,0,2,12,37,.385,.158,1.000,5.3,1.9,0.9,0.5
399,Reggie Williams\willire01,1990,1991,2,32,422,80,169,14,31,39,47,20,67,51,21,14,40,80,213,.473,.452,.830,13.2,6.7,2.1,1.6
400,Kevin Willis\willike02,2003,2004,2,119,1213,193,407,0,3,75,122,120,324,35,41,29,92,181,461,.474,.000,.615,10.2,3.9,2.7,0.3
401,Bill Willoughby\willobi01,1983,1983,1,52,1062,136,295,6,13,41,53,61,190,56,24,16,56,123,319,.461,.462,.774,20.4,6.1,3.7,1.1
402,Bobby Wilson\wilsobo02,1968,1968,1,69,1562,226,581,1,2,163,265,,450,55,,,127,209,616,.389,.500,.615,22.6,8.9,6.5,0.8
403,Ricky Wilson\wilsori02,1988,1988,1,18,373,36,99,9,25,23,29,1,26,63,17,3,21,34,104,.364,.360,.793,20.7,5.8,1.4,3.5
404,David Wingate\wingada01,1990,1991,2,103,2419,273,629,1,22,116,153,86,270,254,108,23,169,220,663,.434,.045,.758,23.5,6.4,2.6,2.5
405,Skip Wise\wisesk01,1976,1976,1,2,10,2,4,0,0,0,0,1,3,1,0,0,2,4,4,.500,,,5.0,2.0,1.5,0.5
406,Greg Wittman\wittmgr01,1971,1971,1,5,30,4,13,0,1,0,2,4,9,0,,,4,7,8,.308,.000,.000,6.0,1.6,1.8,0.0
407,David Wood\woodda01,1993,1993,1,64,598,52,117,5,21,46,55,38,97,34,13,12,29,93,155,.444,.238,.836,9.3,2.4,1.5,0.5
408,Leon Wood\woodle01,1988,1988,1,38,830,120,282,43,108,69,91,16,51,155,22,1,34,44,352,.426,.398,.758,21.8,9.3,1.3,4.1
409,Rich Yonakor\yonakri01,1982,1982,1,10,70,14,26,0,0,5,7,13,27,3,1,2,2,7,33,.538,,.714,7.0,3.3,2.7,0.3
410,Phil Zevenbergen\zevenph01,1988,1988,1,8,58,15,27,0,0,0,2,4,13,3,3,1,4,12,30,.556,,.000,7.3,3.8,1.6,0.4
