,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
163,Bruce Hale\halebr01,1949,1949,1,34,,109,348,,,102,136,,,87,,,,72,320,.313,,.750,,9.4,,2.6
164,Darvin Ham\hamda01,2004,2005,2,101,759,54,112,1,2,33,66,66,128,21,19,15,39,102,142,.482,.500,.500,7.5,1.4,1.3,0.2
165,Ralph Hamilton\hamilra01,1949,1949,1,10,,16,66,,,10,13,,,3,,,,10,42,.242,,.769,,4.2,,0.3
166,Richard Hamilton\hamilri01,2003,2011,9,631,21679,4352,9565,413,1167,2465,2902,572,2120,2419,537,95,1427,1699,11582,.455,.354,.849,34.4,18.4,3.4,3.8
167,Roy Hamilton\hamilro01,1980,1980,1,72,1116,115,287,0,2,103,150,45,107,192,48,5,118,82,333,.401,.000,.687,15.5,4.6,1.5,2.7
168,Alex Hannum\hannual01,1957,1957,1,,,,,,,,,,,,,,,,,,,,,,,
169,Reggie Harding\hardire01,1964,1967,3,191,5224,761,1830,,,252,410,,1771,325,,,,541,1774,.416,,.615,27.4,9.3,9.3,1.7
170,Alan Hardy\hardyal01,1982,1982,1,38,310,62,136,0,5,18,29,14,34,20,9,4,20,32,142,.456,.000,.621,8.2,3.7,0.9,0.5
171,John Hargis\hargijo01,1951,1951,1,14,,25,66,,,17,24,,30,9,,,,25,67,.379,,.708,,4.8,2.1,0.6
172,Justin Harper\harpeju01,2016,2016,1,5,35,4,10,4,9,1,2,0,1,0,1,0,2,3,13,.400,.444,.500,7.0,2.6,0.2,0.0
173,Josh Harrellson\harrejo01,2014,2014,1,32,317,38,82,12,31,5,7,30,76,15,6,15,10,44,93,.463,.387,.714,9.9,2.9,2.4,0.5
174,Bob Harris\harribo01,1950,1951,2,74,,181,522,,,155,243,,44,137,,,,209,517,.347,,.638,,7.0,3.7,1.9
175,Steve Harris\harrist01,1989,1989,1,3,7,1,4,0,0,2,2,0,2,0,1,0,0,1,4,.250,,1.000,2.3,1.3,0.7,0.0
176,Tobias Harris\harrito02,2016,2018,3,157,5033,997,2120,255,678,387,452,124,828,306,112,66,177,286,2636,.470,.376,.856,32.1,16.8,5.3,1.9
177,Scott Hastings\hastisc01,1990,1991,2,67,279,26,61,6,16,32,35,21,60,15,3,3,14,54,90,.426,.375,.914,4.2,1.3,0.9,0.2
178,Bubbles Hawkins\hawkiro01,1979,1979,1,4,28,6,16,,,6,6,3,6,4,5,0,2,7,18,.375,,1.000,7.0,4.5,1.5,1.0
179,Jarvis Hayes\hayesja01,2008,2008,1,82,1287,217,504,73,194,45,60,35,178,62,47,6,47,137,552,.431,.376,.750,15.7,6.7,2.2,0.8
180,Steve Hayes\hayesst01,1982,1982,1,26,412,46,93,0,0,25,41,32,100,24,3,18,17,54,117,.495,,.610,15.8,4.5,3.8,0.9
181,Reggie Hearn\hearnre01,2018,2018,1,3,7,1,2,1,2,0,0,0,0,0,0,0,0,0,3,.500,.500,,2.3,1.0,0.0,0.0
182,Gerald Henderson\hendege01,1990,1992,3,77,789,100,221,24,57,31,39,16,74,128,23,4,48,87,255,.452,.421,.795,10.2,3.3,1.0,1.7
183,Bill Henry\henrybi01,1949,1950,2,76,,161,509,,,209,328,,,94,,,,209,531,.316,,.637,,7.0,,1.2
184,Steve Henson\hensost01,1998,1999,2,27,90,14,28,3,8,9,9,0,2,7,2,0,9,10,40,.500,.375,1.000,3.3,1.5,0.1,0.3
185,Walter Herrmann\herrmwa01,2008,2009,2,87,829,113,286,52,158,31,40,40,144,36,10,5,25,55,309,.395,.329,.775,9.5,3.6,1.7,0.4
186,Keith Herron\herroke01,1981,1981,1,80,2270,432,954,2,11,228,267,98,211,148,91,26,153,154,1094,.453,.182,.854,28.4,13.7,2.6,1.9
187,Bill Hewitt\hewitbi01,1970,1972,3,175,3729,419,922,,,148,265,,1037,231,,,,414,986,.454,,.558,21.3,5.6,5.9,1.3
188,Wayne Hightower\hightwa01,1967,1967,1,29,564,92,259,,,64,86,,164,28,,,,80,248,.355,,.744,19.4,8.6,5.7,1.0
189,Grant Hill\hillgr01,1995,2000,6,435,17007,3392,7129,56,219,2553,3420,630,3417,2720,694,281,1433,1131,9393,.476,.256,.746,39.1,21.6,7.9,6.3
190,Darrun Hilliard\hillida01,2016,2017,2,77,764,99,257,31,96,50,68,7,78,60,20,3,47,67,279,.385,.323,.735,9.9,3.6,1.0,0.8
191,Bob Hogsett\hogsebo01,1967,1967,1,7,22,5,16,,,6,6,,3,1,,,,5,16,.313,,1.000,3.1,2.3,0.4,0.1
192,Lionel Hollins\hollili01,1984,1984,1,32,216,24,63,0,2,11,13,4,22,62,13,1,24,26,59,.381,.000,.846,6.8,1.8,0.7,1.9
193,Essie Hollis\hollies01,1979,1979,1,25,154,30,75,,,9,12,21,45,6,11,1,14,28,69,.400,,.750,6.2,2.8,1.8,0.2
194,Jim Holstein\holstji01,1956,1956,1,,,,,,,,,,,,,,,,,,,,,,,
195,Joe Holup\holupjo01,1958,1959,2,105,2109,286,801,,,207,271,,550,96,,,,315,779,.357,,.764,20.1,7.4,5.2,0.9
196,Johnny Horan\horanjo01,1956,1956,1,7,43,8,26,,,6,6,,4,1,,,,14,22,.308,,1.000,6.1,3.1,0.6,0.1
197,Bob Houbregs\houbrbo01,1955,1958,4,147,3429,549,1297,,,480,660,,880,291,,,,301,1578,.423,,.727,23.3,10.7,6.0,2.0
198,Allan Houston\houstal01,1994,1996,3,237,6587,1234,2774,384,937,534,641,102,587,514,156,43,445,580,3386,.445,.410,.833,27.8,14.3,2.5,2.2
199,Otis Howard\howarot01,1979,1979,1,11,91,19,45,,,11,23,13,34,4,2,2,5,16,49,.422,,.478,8.3,4.5,3.1,0.4
200,Bailey Howell\howelba01,1960,1964,5,387,13826,2905,6107,,,2372,3063,,4583,882,,,,1486,8182,.476,,.774,35.7,21.1,11.8,2.3
201,Phil Hubbard\hubbaph01,1980,1982,3,196,4582,850,1741,1,8,565,809,451,1178,287,166,46,448,695,2266,.488,.125,.698,23.4,11.6,6.0,1.5
202,Lindsey Hunter\hunteli01,1994,2008,12,703,18574,2347,5976,793,2201,805,1071,370,1646,2038,896,128,956,1475,6292,.393,.360,.752,26.4,9.0,2.3,2.9
203,Mel Hutchins\hutchme01,1954,1957,4,282,10681,1330,3356,,,627,907,,2427,847,,,,809,3287,.396,,.691,37.9,11.7,8.6,3.0
204,Ersan Ilyasova\ilyaser01,2016,2016,1,52,1434,216,508,78,215,79,109,99,282,55,38,27,59,120,589,.425,.363,.725,27.6,11.3,5.4,1.1
205,Darrall Imhoff\imhofda01,1963,1964,2,103,1329,152,404,,,93,164,,438,84,,,,233,397,.376,,.567,12.9,3.9,4.3,0.8
206,Allen Iverson\iversal01,2009,2009,1,54,1970,330,794,26,91,253,322,27,165,263,85,5,136,83,939,.416,.286,.786,36.5,17.4,3.1,4.9
207,Jermaine Jackson\jacksje01,2000,2000,1,7,73,1,11,0,1,5,8,1,11,4,3,0,7,7,7,.091,.000,.625,10.4,1.0,1.6,0.6
208,Reggie Jackson\jacksre01,2015,2019,5,207,6043,1275,2973,276,800,623,735,140,627,1265,142,24,537,489,3449,.429,.345,.848,29.2,16.7,3.0,6.1
209,Mike James\jamesmi01,2004,2004,1,26,512,59,147,20,55,27,32,8,58,95,26,1,41,43,165,.401,.364,.844,19.7,6.3,2.2,3.7
210,Horace Jenkins\jenkiho01,2005,2005,1,15,104,15,45,0,9,12,13,3,9,9,5,1,7,6,42,.333,.000,.923,6.9,2.8,0.6,0.6
211,Brandon Jennings\jennibr01,2014,2016,3,144,4317,694,1821,254,745,388,502,85,394,951,156,14,327,245,2030,.381,.341,.773,30.0,14.1,2.7,6.6
212,Jonas Jerebko\jerebjo01,2010,2015,5,303,6036,833,1778,152,454,367,483,456,1288,224,206,75,259,644,2185,.469,.335,.760,19.9,7.2,4.3,0.7
213,Amir Johnson\johnsam01,2006,2009,4,135,1838,214,371,2,6,75,108,207,508,55,49,157,85,338,505,.577,.333,.694,13.6,3.7,3.8,0.4
214,Lee Johnson\johnsle01,1981,1981,1,2,10,0,2,0,0,0,0,0,2,0,0,0,0,1,0,.000,,,5.0,0.0,1.0,0.0
215,Ralph Johnson\johnsra01,1950,1953,4,169,2295,559,1691,,,250,351,,498,465,,,,591,1368,.331,,.712,33.3,8.1,3.6,2.8
216,Ron Johnson\johnsro01,1961,1961,1,6,60,11,30,,,9,14,,14,1,,,,6,31,.367,,.643,10.0,5.2,2.3,0.2
217,Stanley Johnson\johnsst04,2016,2019,4,222,5026,571,1548,178,605,228,300,131,757,338,208,51,264,473,1548,.369,.294,.760,22.6,7.0,3.4,1.5
218,Vinnie Johnson\johnsvi01,1982,1991,10,798,20218,4207,9094,63,260,1669,2267,1165,2491,2661,708,213,1232,1724,10146,.463,.242,.736,25.3,12.7,3.1,3.3
219,Jim Johnstone\johnsji01,1983,1983,1,16,137,9,20,0,0,6,15,11,30,10,2,6,11,24,24,.450,,.400,8.6,1.5,1.9,0.6
220,Charles Jones\jonesch01,1994,1994,1,42,877,36,78,0,1,19,34,89,235,29,14,43,12,136,91,.462,.000,.559,20.9,2.2,5.6,0.7
221,Damon Jones\jonesda01,2002,2002,1,67,1083,114,284,69,186,43,59,13,103,140,23,1,61,83,340,.401,.371,.729,16.2,5.1,1.5,2.1
222,Edgar Jones\jonesed01,1982,1983,2,97,1838,287,553,3,8,207,301,150,478,109,56,169,169,309,784,.519,.375,.688,18.9,8.1,4.9,1.1
223,Major Jones\jonesma01,1985,1985,1,47,418,48,87,0,0,33,51,48,128,15,9,14,35,58,129,.552,,.647,8.9,2.7,2.7,0.3
224,Wali Jones\joneswa02,1976,1976,1,1,19,4,11,,,0,0,0,0,2,2,0,,2,8,.364,,,19.0,8.0,0.0,2.0
225,Willie Jones\joneswi01,1961,1965,5,272,4568,846,2153,,,324,475,,767,545,,,,658,2016,.393,,.682,16.8,7.4,2.8,2.0
226,Phil Jordon\jordoph01,1958,1959,2,118,2881,576,1400,,,290,390,,871,115,,,,290,1442,.411,,.744,24.4,12.2,7.4,1.0
227,Jeff Judkins\judkije01,1982,1982,1,30,251,31,81,1,10,16,26,14,34,14,6,5,9,33,79,.383,.100,.615,8.4,2.6,1.1,0.5
228,Greg Kelser\kelsegr01,1980,1982,3,86,2070,435,964,3,20,241,350,190,435,165,99,70,240,297,1114,.451,.150,.689,24.1,13.0,5.1,1.9
229,Ben Kelso\kelsobe01,1974,1974,1,46,298,35,96,,,15,22,15,31,18,12,1,,45,85,.365,,.682,6.5,1.8,0.7,0.4
230,Luke Kennard\kennalu01,2018,2019,2,76,1506,214,477,82,197,65,76,21,181,127,45,14,70,88,575,.449,.416,.855,19.8,7.6,2.4,1.7
231,Billy Kenville\kenvibi01,1957,1960,3,131,2715,357,1019,,,253,334,,497,284,,,,268,967,.350,,.757,20.7,7.4,3.8,2.2
232,Jack Kerris\kerrija01,1950,1953,4,250,3130,649,1803,,,638,967,,1198,611,,,,797,1936,.360,,.660,26.5,7.7,6.4,2.4
233,Jack Kiley\kileyja01,1952,1953,2,53,504,46,203,,,32,56,,51,65,,,,61,124,.227,,.571,9.5,2.3,1.0,1.2
234,Stan Kimbrough\kimbrst01,1990,1990,1,10,50,7,16,0,0,2,2,4,7,5,4,0,4,4,16,.438,,1.000,5.0,1.6,0.7,0.5
235,Bob Kinney\kinnebo01,1949,1949,1,37,,86,271,,,82,143,,,51,,,,135,254,.317,,.573,,6.9,,1.4
236,Walt Kirk\kirkwa01,1949,1949,1,14,,22,61,,,25,33,,,12,,,,24,69,.361,,.758,,4.9,,0.9
237,Leo Klier\klierle01,1949,1950,2,113,,282,1008,,,238,327,,,177,,,,301,802,.280,,.728,,7.1,,1.6
238,Duane Klueh\kluehdu01,1950,1951,2,80,,206,570,,,181,253,,183,110,,,,181,593,.361,,.715,,7.4,3.0,1.4
239,Brandon Knight\knighbr03,2012,2013,2,141,4494,676,1647,225,603,269,362,87,458,554,107,18,376,311,1846,.410,.373,.743,31.9,13.1,3.2,3.9
240,Negele Knight\knighne01,1995,1995,1,44,665,78,199,11,28,14,21,20,58,116,20,5,45,65,181,.392,.393,.667,15.1,4.1,1.3,2.6
241,Don Kojis\kojisdo01,1965,1966,2,125,1619,362,855,,,138,239,,503,105,,,,209,862,.423,,.577,13.0,6.9,4.0,0.8
242,Howard Komives\komivho01,1969,1972,4,296,8147,1172,2960,,,613,766,,721,1131,,,,805,2957,.396,,.800,27.5,10.0,2.4,3.8
243,Viacheslav Kravtsov\kravtvi01,2013,2013,1,25,224,33,46,0,0,11,37,24,45,9,5,9,14,32,77,.717,,.297,9.0,3.1,1.8,0.4
244,Christian Laettner\laettch01,1999,2000,2,98,2780,417,907,8,27,281,349,196,607,210,98,57,205,356,1123,.460,.296,.805,28.4,11.5,6.2,2.1
245,Bill Laimbeer\laimbbi01,1982,1994,13,937,30602,5118,10275,199,613,2230,2643,2429,9430,1923,632,857,1401,3131,12665,.498,.325,.844,32.7,13.5,10.1,2.1
246,Bob Lanier\laniebo01,1971,1980,10,681,24640,6276,12347,0,5,2936,3788,1380,8063,2256,504,859,513,2230,15488,.508,.000,.775,36.2,22.7,11.8,3.3
247,Stu Lantz\lantzst01,1973,1974,2,101,2583,339,816,,,259,314,34,285,235,38,3,,196,937,.415,,.825,25.6,9.3,2.8,2.3
248,Edmund Lawrence\lawreed01,1981,1981,1,3,19,5,8,0,0,2,4,2,4,1,1,0,1,6,12,.625,,.500,6.3,4.0,1.3,0.3
249,Eric Leckner\leckner01,1995,1996,2,75,778,105,194,0,2,59,85,55,208,15,17,19,50,152,269,.541,.000,.694,10.4,3.6,2.8,0.2
250,George Lee\leege01,1961,1962,2,149,3086,489,1276,,,489,674,,839,153,,,,286,1467,.383,,.726,20.7,9.8,5.6,1.0
251,Ron Lee\leero01,1980,1982,3,194,4099,285,783,42,128,232,328,129,465,848,366,62,364,588,844,.364,.328,.707,21.1,4.4,2.4,4.4
252,Jon Leuer\leuerjo01,2017,2018,2,83,2080,325,682,49,170,111,128,109,434,116,32,29,73,161,810,.477,.288,.867,25.1,9.8,5.2,1.4
253,Cliff Levingston\levincl01,1983,1984,2,142,2625,360,706,0,4,209,333,338,777,161,67,114,150,406,929,.510,.000,.628,18.5,6.5,5.5,1.1
254,Ralph Lewis\lewisra01,1988,1990,2,54,316,27,88,0,1,29,48,17,51,14,13,4,20,37,83,.307,.000,.604,5.9,1.5,0.9,0.3
255,Marcus Liberty\liberma01,1994,1994,1,35,274,36,116,10,27,18,37,26,56,15,11,4,22,29,100,.310,.370,.486,7.8,2.9,1.6,0.4
256,Bill Ligon\ligonbi01,1975,1975,1,38,272,55,143,,,16,25,14,26,25,8,9,,31,126,.385,,.640,7.2,3.3,0.7,0.7
257,Earl Lloyd\lloydea01,1959,1960,2,140,3406,471,1335,,,265,342,,822,179,,,,517,1207,.353,,.775,24.3,8.6,5.9,1.3
258,Zach Lofton\loftoza01,2019,2019,1,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,.000,.000,,4.0,0.0,0.0,0.0
259,Grant Long\longgr01,1997,1998,2,105,1905,173,392,17,51,104,141,145,372,64,72,18,70,197,467,.441,.333,.738,18.1,4.4,3.5,0.6
260,John Long\longjo01,1979,1991,10,608,16226,3853,8060,18,87,1299,1529,803,1857,1136,649,153,1128,1375,9023,.478,.207,.850,26.7,14.8,3.1,1.9
261,Paul Long\longpa01,1968,1970,2,41,223,51,113,,,38,53,,26,29,,,,35,140,.451,,.717,5.4,3.4,0.6,0.7
262,Kevin Loughery\loughke01,1963,1964,2,58,847,147,401,,,71,100,,109,104,,,,137,365,.367,,.710,14.6,6.3,1.9,1.8
263,Sidney Lowe\lowesi01,1985,1985,1,6,31,2,7,0,0,0,0,0,1,8,0,0,2,5,4,.286,,,5.2,0.7,0.2,1.3
264,John Lucas III\lucasjo02,2015,2015,1,21,272,42,104,9,29,5,5,4,16,60,8,0,16,18,98,.404,.310,1.000,13.0,4.7,0.8,2.9
265,Vernon Macklin\macklve01,2012,2012,1,23,135,19,35,0,0,8,14,14,34,5,4,4,3,9,46,.543,,.571,5.9,2.0,1.5,0.2
266,Mark Macon\maconma01,1994,1999,4,120,1447,189,491,30,87,78,103,57,137,123,120,2,82,193,486,.385,.345,.757,12.1,4.1,1.1,1.0
267,Corey Maggette\maggeco01,2013,2013,1,18,257,27,76,5,21,36,48,5,25,19,6,2,17,42,95,.355,.238,.750,14.3,5.3,1.4,1.1
268,John Mahnken\mahnkjo01,1949,1950,2,39,,139,522,,,80,122,,,84,,,,151,358,.266,,.656,,9.2,,2.2
269,Rick Mahorn\mahorri01,1986,1998,6,363,7403,859,1724,1,6,496,664,598,2096,242,173,229,445,1107,2215,.498,.167,.747,20.4,6.1,5.8,0.7
270,Steve Malovic\malovst01,1980,1980,1,10,162,8,25,0,0,10,14,9,28,14,2,5,9,16,26,.320,,.714,16.2,2.6,2.8,1.4
271,Danny Manning\mannida01,2003,2003,1,13,89,13,32,3,8,5,6,7,18,7,9,3,7,11,34,.406,.375,.833,6.8,2.6,1.4,0.5
272,Pace Mannion\mannipa01,1989,1989,1,5,14,2,2,0,0,0,0,0,3,0,1,0,0,3,4,1.000,,,2.8,0.8,0.6,0.0
273,Boban Marjanovic\marjabo01,2017,2018,2,54,464,113,211,0,0,83,103,61,187,23,10,18,32,53,309,.536,,.806,8.6,5.7,3.5,0.4
274,Harvey Marlatt\marlaha01,1971,1973,3,61,746,87,233,,,51,60,,86,94,,,,92,225,.373,,.850,12.2,3.7,1.4,1.5
275,Tom Marshall\marshto01,1958,1958,1,9,66,7,22,,,7,8,,8,4,,,,6,21,.318,,.875,7.3,2.3,0.9,0.4
276,Cartier Martin\martica01,2015,2015,1,23,198,15,53,6,33,0,0,0,20,11,3,1,5,20,36,.283,.182,,8.6,1.6,0.9,0.5
277,Jason Maxiell\maxieja01,2006,2013,8,523,10013,1270,2526,0,5,629,1112,934,2287,238,204,426,444,1054,3169,.503,.000,.566,19.1,6.1,4.4,0.5
278,Scott May\maysc01,1983,1983,1,9,155,21,50,0,0,17,21,10,26,12,5,2,13,24,59,.420,,.810,17.2,6.6,2.9,1.3
279,Bob McAdoo\mcadobo01,1980,1981,2,64,2265,522,1107,3,24,247,342,109,508,220,81,72,256,194,1294,.472,.125,.722,35.4,20.2,7.9,3.4
280,Bob McCann\mccanbo01,1992,1992,1,26,129,13,33,0,1,4,13,12,30,6,6,4,7,23,30,.394,.000,.308,5.0,1.2,1.2,0.2
281,Antonio McDyess\mcdyean01,2005,2009,5,381,9410,1437,2823,0,5,447,695,887,2687,405,255,268,370,1101,3321,.509,.000,.643,24.7,8.7,7.1,1.1
282,Jim McElroy\mcelrji01,1980,1980,1,36,1012,162,356,3,14,95,119,12,50,162,25,14,88,78,422,.455,.214,.798,28.1,11.7,1.4,4.5
283,Tracy McGrady\mcgratr01,2011,2011,1,72,1686,227,514,30,88,90,129,49,251,252,66,34,102,101,574,.442,.341,.698,23.4,8.0,3.5,3.5
284,Dick McGuire\mcguidi01,1958,1960,3,208,5840,614,1489,,,465,684,,840,1255,,,,437,1693,.412,,.680,28.1,8.1,4.0,6.0
285,Aaron McKie\mckieaa01,1997,1998,2,66,1322,140,313,21,65,71,84,51,196,115,66,8,66,116,372,.447,.323,.845,20.0,5.6,3.0,1.7
286,McCoy McLemore\mclemmc01,1969,1970,2,123,2331,374,856,,,203,249,,572,127,,,,272,951,.437,,.815,19.0,7.7,4.7,1.0
287,Shellie McMillon\mcmilsh01,1959,1962,4,215,3942,742,1751,,,347,540,,1267,179,,,,583,1831,.424,,.643,18.3,8.5,5.9,0.8
288,Larry McNeill\mcneila01,1979,1979,1,11,46,9,20,,,11,12,3,10,3,0,0,4,7,29,.450,,.917,4.2,2.6,0.9,0.3
289,Cozell McQueen\mcqueco01,1987,1987,1,3,7,3,3,0,0,0,0,3,8,0,0,1,0,1,6,1.000,,,2.3,2.0,2.7,0.0
290,Jodie Meeks\meeksjo01,2015,2016,2,63,1505,229,554,78,221,149,164,13,109,82,59,6,58,78,685,.413,.353,.909,23.9,10.9,1.7,1.3
291,Dick Mehen\mehendi01,1951,1951,1,43,,118,310,,,43,57,,121,52,,,,93,279,.381,,.754,,6.5,2.8,1.2
292,Monk Meineke\meinemo01,1953,1955,3,207,4742,511,1389,,,500,652,,1084,293,,,,701,1522,.368,,.767,22.9,7.4,5.2,1.4
293,John Mengelt\mengejo01,1973,1976,4,291,6090,1143,2382,,,701,855,105,671,585,180,16,,624,2987,.480,,.820,20.9,10.3,2.3,2.0
294,Khris Middleton\middlkh01,2013,2013,1,27,475,62,141,14,45,27,32,4,50,28,15,4,11,53,165,.440,.311,.844,17.6,6.1,1.9,1.0
295,Eddie Miles\milesed01,1964,1970,7,497,13890,3019,6840,,,1381,1862,,1673,1094,,,,1212,7419,.441,,.742,27.9,14.9,3.4,2.2
296,Darko Milicic\milicda01,2004,2006,3,96,553,59,174,0,3,34,56,24,114,23,12,47,44,89,152,.339,.000,.607,5.8,1.6,1.2,0.2
297,Oliver Miller\milleol01,1995,1995,1,64,1558,232,418,3,13,78,124,162,475,93,60,116,115,217,545,.555,.231,.629,24.3,8.5,7.4,1.5
298,Quincy Miller\millequ01,2015,2015,1,4,58,5,20,2,11,0,0,2,8,5,1,2,2,5,12,.250,.182,,14.5,3.0,2.0,1.3
299,Terry Mills\millste01,1993,2000,6,476,12965,2308,5021,495,1258,761,961,719,2821,730,291,216,668,1444,5872,.460,.393,.792,27.2,12.3,5.9,1.5
300,Tony Mitchell\mitchto02,2014,2014,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,.417,1.000,.579,3.8,1.0,1.2,0.1
301,Steve Mix\mixst01,1970,1972,3,61,1111,174,396,,,98,140,,251,53,,,,110,446,.439,,.700,18.2,7.3,4.1,0.9
302,Leo Mogus\mogusle01,1949,1949,1,20,,59,176,,,55,74,,,27,,,,66,173,.335,,.743,,8.7,,1.4
303,Nazr Mohammed\mohamna01,2007,2008,2,72,1001,146,281,0,1,63,112,118,302,15,34,48,54,169,355,.520,.000,.563,13.9,4.9,4.2,0.2
304,Paul Mokeski\mokespa01,1981,1982,2,119,2338,273,569,0,2,145,233,176,540,159,51,96,199,370,691,.480,.000,.622,19.6,5.8,4.5,1.3
305,Jack Molinas\molinja01,1954,1954,1,32,958,114,292,,,142,187,,228,51,,,,83,370,.390,,.759,29.9,11.6,7.1,1.6
306,Eric Money\moneyer01,1975,1980,5,350,8766,1781,3607,0,0,561,741,265,725,1276,437,49,465,935,4123,.494,,.757,25.0,11.8,2.1,3.6
307,Greg Monroe\monrogr01,2011,2015,5,378,11818,2151,4257,0,7,1109,1600,1208,3479,851,450,227,791,919,5411,.505,.000,.693,31.3,14.3,9.2,2.3
308,Luis Montero\montelu01,2018,2018,1,2,8,0,1,0,0,0,0,0,2,0,0,0,2,0,0,.000,,,4.0,0.0,1.0,0.0
309,Eric Montross\montrer01,1998,2001,4,167,1831,140,324,0,1,33,91,147,462,40,32,74,89,354,313,.432,.000,.363,11.0,1.9,2.8,0.2
310,Mikki Moore\mooremi01,1999,2002,4,142,1865,249,470,1,3,171,226,187,482,61,40,101,111,341,670,.530,.333,.757,13.1,4.7,3.4,0.4
311,Otto Moore\mooreot01,1969,1975,4,239,6065,935,2049,,,404,694,0,2126,261,0,1,,598,2274,.456,,.582,25.4,9.5,8.9,1.1
312,Ron Moore\moorero01,1988,1988,1,9,25,4,13,0,0,2,4,2,2,1,2,0,3,8,10,.308,,.500,2.8,1.1,0.2,0.1
313,Tracy Moore\mooretr01,1994,1994,1,3,10,2,3,0,0,2,2,0,1,0,2,0,0,0,6,.667,,1.000,3.3,2.0,0.3,0.0
314,Eric Moreland\moreler01,2018,2018,1,67,805,66,122,0,0,11,29,81,278,78,31,51,42,116,143,.541,,.379,12.0,2.1,4.1,1.2
315,Jackie Moreland\morelja01,1961,1965,5,348,6250,1042,2521,,,600,846,,1779,432,,,,998,2684,.413,,.709,18.0,7.7,5.1,1.2
316,Isaiah Morris\morriis01,1993,1993,1,25,102,26,57,0,0,3,4,6,12,4,3,1,8,14,55,.456,,.750,4.1,2.2,0.5,0.2
317,Marcus Morris\morrima03,2016,2017,2,159,5421,831,1952,226,655,348,456,168,770,361,119,48,227,338,2236,.426,.345,.763,34.1,14.1,4.8,2.3
318,Erwin Mueller\mueller01,1970,1973,4,189,4193,490,1151,,,293,443,,853,376,,,,362,1273,.426,,.661,22.2,6.7,4.5,2.0
319,Tod Murphy\murphto01,1994,1994,1,7,57,6,12,0,0,3,6,4,9,3,2,0,1,8,15,.500,,.500,8.1,2.1,1.3,0.4
320,Ken Murray\murrake01,1951,1954,2,63,528,100,355,,,87,117,,65,109,,,,84,287,.282,,.744,10.8,4.6,1.3,1.7
321,Ronald Murray\murraro01,2007,2008,2,88,1824,234,577,30,110,109,157,39,149,251,62,14,121,115,607,.406,.273,.694,20.7,6.9,1.7,2.9
322,Dorie Murrey\murredo01,1967,1967,1,35,311,33,82,,,32,54,,102,12,,,,57,98,.402,,.593,8.9,2.8,2.9,0.3
323,Jerry Nagel\nagelje01,1950,1950,1,14,,6,28,,,1,4,,,18,,,,11,13,.214,,.250,,0.9,,1.3
324,Bob Nash\nashbo01,1973,1974,2,71,450,57,187,,,35,56,31,108,30,3,10,,65,149,.305,,.625,6.3,2.1,1.5,0.4
325,Jameer Nelson\nelsoja01,2018,2018,1,7,116,11,39,1,14,3,3,2,8,23,4,1,11,14,26,.282,.071,1.000,16.6,3.7,1.1,3.3
326,Chuck Nevitt\nevitch01,1986,1988,3,83,431,50,116,0,0,32,50,50,126,9,10,52,30,114,132,.431,,.640,5.2,1.6,1.5,0.1
327,Melvin Newbern\newbeme01,1993,1993,1,33,311,42,113,1,8,34,60,19,37,57,23,1,32,42,119,.372,.125,.567,9.4,3.6,1.1,1.7
328,Ivano Newbill\newbiiv01,1995,1995,1,34,331,16,45,0,0,8,22,40,81,17,12,11,12,60,40,.356,,.364,9.7,1.2,2.4,0.5
329,Rich Niemann\niemari01,1969,1969,1,16,123,20,47,,,8,10,,41,9,,,,30,48,.426,,.800,7.7,3.0,2.6,0.6
330,Richie Niemiera\niemiri01,1949,1950,2,86,,174,538,,,188,238,,,157,,,,157,536,.323,,.790,,6.2,,1.8
331,Kurt Nimphius\nimphku01,1987,1987,1,28,277,36,78,0,1,24,32,22,54,7,4,13,16,38,96,.462,.000,.750,9.9,3.4,1.9,0.3
332,Chuck Noble\noblech01,1956,1962,7,411,9212,1362,3937,,,552,755,,1075,1344,,,,1128,3276,.346,,.731,22.4,8.0,2.6,3.3
333,Willie Norwood\norwowi01,1972,1978,5,271,4339,816,1633,,,440,654,153,1011,187,96,12,17,663,2072,.500,,.673,16.0,7.6,3.7,0.7
334,Charles O'Bannon\obannch01,1998,1999,2,48,399,50,125,0,4,20,23,32,67,29,11,4,17,37,120,.400,.000,.870,8.3,2.5,1.4,0.6
335,Ralph O'Brien\obriera01,1953,1953,1,7,50,10,24,,,3,5,,0,4,,,,7,23,.417,,.600,7.1,3.3,0.0,0.6
336,Dan O'Sullivan\osullda01,1994,1994,1,13,56,4,12,0,0,9,12,2,10,3,0,0,3,10,17,.333,,.750,4.3,1.3,0.8,0.2
337,Don Ohl\ohldo01,1961,1964,4,307,10025,2118,5009,,,901,1269,,942,1059,,,,850,5137,.423,,.710,32.7,16.7,3.1,3.4
