,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
161,Shawn Kemp\kempsh01,1990,1997,8,625,18609,3672,7054,24,87,2780,3808,2145,5978,1096,775,959,1795,2379,10148,.521,.276,.730,29.8,16.2,9.6,1.8
162,Joe Kennedy\kennejo01,1969,1970,2,86,1323,177,475,,,100,126,,261,67,,,,165,454,.373,,.794,15.4,5.3,3.0,0.8
163,Jerome Kersey\kerseje01,1998,1998,1,37,717,97,233,1,10,39,65,56,135,44,52,14,36,104,234,.416,.100,.600,19.4,6.3,3.6,1.2
164,Chris King\kingch01,1994,1994,1,15,86,19,48,2,7,15,26,5,15,11,4,0,12,12,55,.396,.286,.577,5.7,3.7,1.0,0.7
165,Reggie King\kingre01,1984,1985,2,137,2946,296,597,0,2,177,265,178,592,232,82,35,169,233,769,.496,.000,.668,21.5,5.6,4.3,1.7
166,Rich King\kingri01,1992,1995,4,72,309,44,112,0,2,47,71,30,74,21,5,7,28,62,135,.393,.000,.662,4.3,1.9,1.0,0.3
167,Curtis Kitchen\kitchcu01,1987,1987,1,6,31,3,6,0,1,3,4,4,9,1,2,3,0,4,9,.500,.000,.750,5.2,1.5,1.5,0.2
168,Bart Kofoed\kofoeba01,1992,1992,1,44,239,25,53,1,7,15,26,6,26,51,2,2,20,26,66,.472,.143,.577,5.4,1.5,0.6,1.2
169,Don Kojis\kojisdo01,1971,1972,2,152,4000,776,1705,,,437,557,,770,212,,,,388,1989,.455,,.785,26.3,13.1,5.1,1.4
170,Tommy Kron\kronto01,1968,1969,2,152,2918,423,1071,,,280,370,,567,472,,,,410,1126,.395,,.757,19.2,7.4,3.7,3.1
171,Nenad Krstic\krstine01,2009,2011,3,169,3900,624,1272,1,5,192,251,296,843,100,71,111,136,398,1441,.491,.200,.765,23.1,8.5,5.0,0.6
172,Ibo Kutluay\kutluib01,2005,2005,1,5,12,0,1,0,0,0,0,0,1,0,0,0,2,1,0,.000,,,2.4,0.0,0.2,0.0
173,Tom LaGarde\lagarto01,1979,1980,2,105,1739,244,487,0,0,147,232,188,502,123,25,52,144,281,635,.501,,.634,16.6,6.0,4.8,1.2
174,Jeremy Lamb\lambje01,2013,2015,3,148,2318,391,927,135,388,114,133,40,314,164,79,34,94,208,1031,.422,.348,.857,15.7,7.0,2.1,1.1
175,Joffrey Lauvergne\lauvejo01,2017,2017,1,50,739,111,244,27,78,37,58,51,183,51,18,6,40,71,286,.455,.346,.638,14.8,5.7,3.7,1.0
176,Rashard Lewis\lewisra02,1999,2007,9,617,20921,3762,8162,973,2519,1754,2191,1019,3595,1051,708,362,984,1477,10251,.461,.386,.801,33.9,16.6,5.8,1.7
177,DeAndre Liggins\liggide01,2013,2013,1,39,290,21,47,7,19,9,18,13,53,15,18,3,14,33,58,.447,.368,.500,7.4,1.5,1.4,0.4
178,Alton Lister\listeal01,1987,1989,3,239,5906,790,1573,1,3,408,631,630,1877,222,87,500,376,918,1989,.502,.333,.647,24.7,8.3,7.9,0.9
179,Randy Livingston\livinra01,2002,2007,2,17,202,15,57,1,8,10,11,10,26,30,9,2,3,13,41,.263,.125,.909,11.9,2.4,1.5,1.8
180,Shaun Livingston\livinsh01,2009,2010,2,18,320,33,68,0,2,6,6,7,46,30,10,4,14,17,72,.485,.000,1.000,17.8,4.0,2.6,1.7
181,Art Long\longar01,2002,2002,1,63,989,120,244,0,0,45,85,107,251,41,22,28,63,180,285,.492,,.529,15.7,4.5,4.0,0.7
182,Plummer Lott\lottpl01,1968,1969,2,67,638,63,214,,,21,36,,123,43,,,,74,147,.294,,.583,9.5,2.2,1.8,0.6
183,Bob Love\lovebo01,1977,1977,1,32,450,45,121,,,41,47,26,87,21,13,2,,50,131,.372,,.872,14.1,4.1,2.7,0.7
184,John Lucas\lucasjo01,1989,1989,1,74,842,119,299,18,68,54,77,22,79,260,60,1,66,53,310,.398,.265,.701,11.4,4.2,1.1,3.5
185,Maurice Lucas\lucasma01,1987,1987,1,63,1120,175,388,0,5,150,187,88,307,65,34,21,75,171,500,.451,.000,.802,17.8,7.9,4.9,1.0
186,Don MacLean\macledo01,1999,1999,1,17,365,63,159,9,33,50,80,18,65,16,5,5,25,34,185,.396,.273,.625,21.5,10.9,3.8,0.9
187,Sarunas Marciulionis\marcisa01,1995,1995,1,66,1194,216,457,35,87,145,198,17,68,110,72,3,98,126,612,.473,.402,.732,18.1,9.3,1.0,1.7
188,Donyell Marshall\marshdo01,2008,2008,1,15,184,19,54,7,30,12,13,15,46,5,4,7,9,15,57,.352,.233,.923,12.3,3.8,3.1,0.3
189,Vester Marshall\marshve01,1974,1974,1,13,174,7,29,,,3,7,14,37,4,4,3,,20,17,.241,,.429,13.4,1.3,2.8,0.3
190,Brian Martin\martibr01,1986,1986,1,3,7,1,2,0,0,0,0,1,4,0,0,1,2,2,2,.500,,,2.3,0.7,1.3,0.0
191,Kevin Martin\martike02,2013,2013,1,77,2136,350,778,158,371,219,246,31,178,106,72,8,101,138,1077,.450,.426,.890,27.7,14.0,2.3,1.4
192,Desmond Mason\masonde01,2001,2009,4,244,6817,961,2160,50,184,448,594,293,1092,308,168,98,287,548,2420,.445,.272,.754,27.9,9.9,4.5,1.3
193,Vernon Maxwell\maxweve01,2000,2000,1,47,989,169,490,67,223,108,148,15,79,75,38,9,53,83,513,.345,.300,.730,21.0,10.9,1.7,1.6
194,Eric Maynor\maynoer01,2010,2013,4,183,2634,286,722,75,206,91,123,44,243,518,77,14,176,210,738,.396,.364,.740,14.4,4.0,1.3,2.8
195,Tim McCormick\mccorti01,1985,1986,2,155,3289,522,927,1,3,362,507,286,801,161,37,61,224,426,1407,.563,.333,.714,21.2,9.1,5.2,1.0
196,Jelani McCoy\mccoyje01,1999,2001,3,154,2220,296,517,0,0,107,226,173,509,85,44,115,130,310,699,.573,,.473,14.4,4.5,3.3,0.6
197,Scooter McCray\mccrasc01,1984,1985,2,53,613,53,131,0,0,38,54,51,132,51,12,22,44,86,144,.405,,.704,11.6,2.7,2.5,1.0
198,Xavier McDaniel\mcdanxa01,1986,1991,6,408,13786,3496,7074,35,130,1411,1980,1229,2839,1006,495,221,1142,1347,8438,.494,.269,.713,33.8,20.7,7.0,2.5
199,Jim McDaniels\mcdanji01,1972,1974,3,107,1769,268,682,,,104,161,51,555,111,7,15,,214,640,.393,,.646,16.5,6.0,5.2,1.0
200,Doug McDermott\mcderdo01,2017,2017,1,22,430,56,124,21,58,12,17,6,49,13,2,1,6,22,145,.452,.362,.706,19.5,6.6,2.2,0.6
201,Mitch McGary\mcgarmi01,2015,2016,2,52,557,99,188,0,6,29,50,57,183,17,17,18,38,82,227,.527,.000,.580,10.7,4.4,3.5,0.3
202,Jim McIlvaine\mcilvji01,1997,1998,2,160,2688,231,499,1,10,98,188,228,589,42,63,301,116,487,561,.463,.100,.521,16.8,3.5,3.7,0.3
203,Kenny McIntosh\mcintke01,1973,1975,3,131,3262,336,930,,,111,181,117,598,154,56,32,,288,783,.361,,.613,24.9,6.0,4.6,1.2
204,Derrick McKey\mckeyde01,1988,1993,6,446,13957,2320,4669,107,323,1432,1799,840,2299,999,519,375,912,1318,6179,.497,.331,.796,31.3,13.9,5.2,2.2
205,Nate McMillan\mcmilna01,1987,1998,12,796,20462,1833,4136,298,870,769,1183,919,3222,4893,1544,356,1486,2408,4733,.443,.343,.650,25.7,5.9,4.0,6.1
206,Scott Meents\meentsc01,1990,1991,2,39,201,26,72,1,1,19,27,10,40,15,11,7,15,17,72,.361,1.000,.704,5.2,1.8,1.0,0.4
207,Tom Meschery\meschto01,1968,1971,4,323,9646,1614,3460,,,822,1108,,2813,652,,,,1146,4050,.466,,.742,29.9,12.5,8.7,2.0
208,Nazr Mohammed\mohamna01,2011,2016,3,92,1140,157,305,0,1,30,49,106,290,20,36,47,48,168,344,.515,.000,.612,12.4,3.7,3.2,0.2
209,Mikki Moore\mooremi01,2006,2006,1,47,583,54,124,0,2,46,62,44,130,27,7,15,40,92,154,.435,.000,.742,12.4,3.3,2.8,0.6
210,Anthony Morrow\morroan01,2015,2017,3,182,3359,507,1171,255,648,131,154,61,286,103,98,18,61,239,1400,.433,.394,.851,18.5,7.7,1.6,0.6
211,Erwin Mueller\mueller01,1969,1970,2,30,552,82,192,,,47,81,,118,68,,,,51,211,.427,,.580,18.4,7.0,3.9,2.3
212,Byron Mullens\mulleby01,2010,2011,2,26,139,16,47,0,0,7,14,9,34,1,4,3,12,24,39,.340,,.500,5.3,1.5,1.3,0.0
213,Ronald Murray\murraro01,2003,2006,4,181,4009,701,1734,108,401,326,453,78,391,392,141,43,289,286,1836,.404,.269,.720,22.1,10.1,2.2,2.2
214,Dorie Murrey\murredo01,1968,1970,3,200,3038,439,1021,,,366,527,,1106,165,,,,545,1244,.430,,.694,15.2,6.2,5.5,0.8
215,Ira Newble\newblir01,2008,2008,1,2,17,2,7,0,2,0,0,0,0,1,0,0,0,0,4,.286,.000,,8.5,2.0,0.0,0.5
216,Nerlens Noel\noelne01,2019,2019,1,4,56,11,14,0,0,3,6,11,21,1,2,4,0,14,25,.786,,.500,14.0,6.3,5.3,0.3
217,Moochie Norris\norrimo01,1999,1999,1,12,140,13,40,6,15,6,16,4,20,24,7,0,16,17,38,.325,.400,.375,11.7,3.2,1.7,2.0
218,Willie Norwood\norwowi01,1976,1977,2,140,2651,362,762,,,303,409,218,521,158,104,10,,330,1027,.475,,.741,18.9,7.3,3.7,1.1
219,Steve Novak\novakst01,2015,2016,2,20,112,12,33,8,24,0,0,1,10,5,0,1,3,11,32,.364,.333,,5.6,1.6,0.5,0.3
220,Victor Oladipo\oladivi01,2017,2017,1,67,2222,412,932,127,352,116,154,39,291,176,78,21,119,155,1067,.442,.361,.753,33.2,15.9,4.3,2.6
221,Frank Oleynick\oleynfr01,1976,1977,2,102,1166,208,539,,,92,130,23,90,113,34,10,,110,508,.386,,.708,11.4,5.0,0.9,1.1
222,Kevin Ollie\ollieke01,2003,2010,2,54,1033,100,231,1,2,74,95,16,108,130,41,1,42,67,275,.433,.500,.779,19.1,5.1,2.0,2.4
223,Bud Olsen\olsenbu01,1968,1968,1,73,897,130,285,,,17,62,,204,75,,,,136,277,.456,,.274,12.3,3.8,2.8,1.0
224,Daniel Orton\ortonda01,2013,2013,1,13,104,12,26,0,0,9,17,13,26,4,4,3,4,13,33,.462,,.529,8.0,2.5,2.0,0.3
225,Billy Owens\owensbi01,1999,1999,1,21,451,65,165,5,11,28,35,35,80,38,12,4,33,37,163,.394,.455,.800,21.5,7.8,3.8,1.8
226,Olumide Oyedeji\oyedeol01,2001,2002,2,66,442,40,78,0,0,20,30,51,146,6,11,12,25,76,100,.513,,.667,6.7,1.5,2.2,0.1
227,Gerald Paddio\paddige01,1993,1993,1,41,307,71,159,2,8,14,21,17,50,33,14,6,16,24,158,.447,.250,.667,7.5,3.9,1.2,0.8
228,Patrick Patterson\pattepa01,2018,2019,2,86,1338,114,290,70,185,43,50,38,209,57,50,26,35,91,341,.393,.378,.860,15.6,4.0,2.4,0.7
229,Ruben Patterson\patteru01,2000,2001,2,157,4156,724,1410,14,63,468,682,401,816,287,197,85,299,366,1930,.513,.222,.686,26.5,12.3,5.2,1.8
230,Cameron Payne\payneca01,2016,2017,2,77,1018,157,408,52,163,23,28,11,116,148,46,10,60,118,389,.385,.319,.821,13.2,5.1,1.5,1.9
231,Gary Payton\paytoga01,1991,2003,13,999,36858,7292,15562,917,2855,2706,3726,1197,4240,7384,2107,233,2507,2577,18207,.469,.321,.726,36.9,18.2,4.2,7.4
232,Kendrick Perkins\perkike01,2011,2015,5,273,6315,475,1025,0,3,209,358,431,1611,315,115,242,422,782,1159,.463,.000,.584,23.1,4.2,5.9,1.2
233,Sam Perkins\perkisa01,1993,1998,6,437,11108,1637,3722,592,1549,978,1222,496,1831,610,373,233,433,935,4844,.440,.382,.800,25.4,11.1,4.2,1.4
234,Chuck Person\persoch01,2000,2000,1,37,340,37,123,24,95,4,8,6,53,22,5,2,12,56,102,.301,.253,.500,9.2,2.8,1.4,0.6
235,Morris Peterson\petermo01,2011,2011,1,4,23,2,5,0,1,0,0,0,3,1,0,0,0,5,4,.400,.000,,5.8,1.0,0.8,0.3
236,Johan Petro\petrojo01,2006,2009,4,243,4444,609,1290,0,2,171,254,326,1096,98,115,145,230,674,1389,.472,.000,.673,18.3,5.7,4.5,0.4
237,Michael Phelps\phelpmi01,1986,1987,2,130,1349,192,462,2,22,75,118,45,139,135,66,3,94,146,461,.416,.091,.636,10.4,3.5,1.1,1.0
238,Ricky Pierce\piercri01,1991,1994,4,238,6738,1618,3390,90,291,1067,1178,210,582,624,250,34,467,544,4393,.477,.309,.906,28.3,18.5,2.4,2.6
239,Olden Polynice\polynol01,1988,1999,5,337,5441,699,1384,2,7,295,551,646,1531,128,140,126,264,810,1695,.505,.286,.535,16.1,5.0,4.5,0.4
240,David Pope\popeda01,1986,1986,1,11,74,9,20,1,1,2,4,6,11,4,2,1,2,11,21,.450,1.000,.500,6.7,1.9,1.0,0.4
241,Vitaly Potapenko\potapvi01,2003,2006,4,148,2478,318,653,0,1,118,169,182,518,73,40,41,128,304,754,.487,.000,.698,16.7,5.1,3.5,0.5
242,Mark Radford\radfoma01,1982,1983,2,97,808,138,272,6,21,65,142,25,76,161,50,6,116,143,347,.507,.286,.458,8.3,3.6,0.8,1.7
243,Vladimir Radmanovic\radmavl01,2002,2006,5,320,8406,1185,2868,510,1352,352,466,316,1435,478,289,134,414,744,3232,.413,.377,.755,26.3,10.1,4.5,1.5
244,Ryan Reid\reidry01,2012,2012,1,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,.800,,,3.4,1.6,0.4,0.0
245,Jerry Reynolds\reynoje01,1989,1989,1,56,737,149,357,3,15,127,167,49,100,62,53,26,57,58,428,.417,.200,.760,13.2,7.6,1.8,1.1
246,Luke Ridnour\ridnolu01,2004,2008,5,362,9624,1226,2951,207,617,629,736,178,805,1805,389,85,627,769,3288,.415,.335,.855,26.6,9.1,2.2,5.0
247,Andre Roberson\roberan03,2014,2018,5,295,6651,563,1168,108,421,122,261,348,1188,257,264,195,181,641,1356,.482,.257,.467,22.5,4.6,4.0,0.9
248,Jackie Robinson\robinja01,1979,1979,1,12,105,19,41,,,8,15,9,19,13,5,1,11,9,46,.463,,.533,8.8,3.8,1.6,1.1
249,Nate Robinson\robinna01,2011,2011,1,4,30,4,15,2,8,3,4,0,1,6,0,0,2,8,13,.267,.250,.750,7.5,3.3,0.3,1.5
250,Malik Rose\rosema01,2009,2009,1,20,310,34,90,0,3,32,40,13,65,26,9,2,19,48,100,.378,.000,.800,15.5,5.0,3.3,1.3
251,Bob Rule\rulebo01,1968,1972,5,264,8872,2225,4744,,,1196,1750,,2643,397,,,,957,5646,.469,,.683,33.6,21.4,10.0,1.5
252,Domantas Sabonis\sabondo01,2017,2017,1,81,1632,192,481,51,159,44,67,46,288,82,39,32,83,200,479,.399,.321,.657,20.1,5.9,3.6,1.0
253,Steve Scheffler\schefst01,1993,1997,5,124,630,95,169,1,5,60,83,50,121,17,21,5,29,101,251,.562,.200,.723,5.1,2.0,1.0,0.1
254,Russ Schoene\schoeru01,1987,1989,3,213,2326,414,993,61,181,126,166,188,480,116,96,48,147,381,1015,.417,.337,.759,10.9,4.8,2.3,0.5
255,Detlef Schrempf\schrede01,1994,1999,6,415,14513,2378,4811,340,822,1774,2192,651,2608,1652,386,113,916,1212,6870,.494,.414,.809,35.0,16.6,6.3,4.0
256,Dennis Schroder\schrode01,2019,2019,1,4,120,18,60,5,17,12,14,3,17,28,5,1,11,16,53,.300,.294,.857,30.0,13.3,4.3,7.0
257,John Schweitz\schwejo01,1985,1985,1,19,110,25,74,0,4,7,10,6,21,18,0,1,14,12,57,.338,.000,.700,5.8,3.0,1.1,0.9
258,Bruce Seals\sealsbr01,1976,1978,3,235,5734,996,2291,,,430,637,337,1087,293,154,135,103,786,2422,.435,,.675,24.4,10.3,4.6,1.2
259,Thabo Sefolosha\sefolth01,2009,2014,6,368,9842,856,1910,265,751,307,397,298,1517,568,453,188,331,724,2284,.448,.353,.773,26.7,6.2,4.1,1.5
260,Brad Sellers\sellebr01,1990,1990,1,45,587,84,198,0,3,49,61,31,70,32,11,19,34,63,217,.424,.000,.803,13.0,4.8,1.6,0.7
261,Mouhamed Sene\senesa01,2007,2009,3,46,254,34,80,0,0,32,55,26,70,1,4,21,14,44,100,.425,,.582,5.5,2.2,1.5,0.0
262,Ansu Sesay\sesayan01,2002,2004,3,111,1173,144,329,6,21,58,87,84,185,50,36,27,50,146,352,.438,.286,.667,10.6,3.2,1.7,0.5
263,Mustafa Shakur\shakumu01,2014,2014,1,3,11,0,3,0,1,1,2,0,0,4,0,0,2,2,1,.000,.000,.500,3.7,0.3,0.0,1.3
264,Lonnie Shelton\sheltlo01,1979,1983,5,329,10080,1889,3796,2,19,680,912,731,2132,779,364,272,769,1233,4460,.498,.105,.746,30.6,13.6,6.5,2.4
265,Gene Short\shortge01,1976,1976,1,7,37,6,11,,,1,2,2,7,2,0,0,,5,13,.545,,.500,5.3,1.9,1.0,0.3
266,John Shumate\shumajo01,1981,1981,1,2,8,0,3,0,0,2,3,1,1,0,0,0,1,3,2,.000,,.667,4.0,1.0,0.5,0.0
267,Jack Sikma\sikmaja01,1978,1986,9,715,24707,4493,9539,4,52,3044,3641,1781,7729,2345,755,705,1855,2473,12034,.471,.077,.836,34.6,16.8,10.8,3.3
268,Paul Silas\silaspa01,1978,1980,3,246,5724,467,1165,0,0,314,516,752,1677,326,121,40,333,479,1248,.401,,.609,23.3,5.1,6.8,1.3
269,Kyle Singler\singlky01,2015,2018,4,138,1877,159,421,59,193,60,90,69,254,53,52,21,59,208,437,.378,.306,.667,13.6,3.2,1.8,0.4
270,Tal Skinner\skinnta01,1975,1976,2,145,2798,274,632,,,112,177,224,608,152,99,24,,277,660,.434,,.633,19.3,4.6,4.2,1.0
271,Ish Smith\smithis01,2015,2015,1,30,155,15,45,1,5,6,9,5,27,28,4,1,9,12,37,.333,.200,.667,5.2,1.2,0.9,0.9
272,Joe Smith\smithjo02,2009,2009,1,36,691,99,218,2,4,38,54,53,163,25,10,26,15,72,238,.454,.500,.704,19.2,6.6,4.5,0.7
273,Leon Smith\smithle01,2004,2004,1,1,4,1,2,0,0,0,0,1,2,0,0,0,0,1,2,.500,,,4.0,2.0,2.0,0.0
274,Phil Smith\smithph01,1982,1983,2,105,1834,262,586,3,11,141,188,44,199,290,66,16,141,175,668,.447,.273,.750,17.5,6.4,1.9,2.8
275,Eric Snow\snower01,1996,1998,3,127,1238,126,287,6,26,81,125,26,117,245,65,4,98,162,339,.439,.231,.648,9.7,2.7,0.9,1.9
276,Dick Snyder\snydedi01,1970,1979,6,443,13914,2701,5368,,,1105,1311,105,1470,1607,104,32,36,1231,6507,.503,,.843,31.4,14.7,3.3,3.6
277,Ricky Sobers\soberri01,1985,1986,2,149,2769,520,1169,21,71,242,287,56,202,432,93,11,243,295,1303,.445,.296,.843,18.6,8.7,1.4,2.9
278,Elmore Spencer\spencel01,1997,1997,1,1,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,.000,,,5.0,0.0,0.0,0.0
279,Bud Stallworth\stallbu01,1973,1974,2,144,2244,386,1001,,,134,191,51,399,91,21,12,,267,906,.386,,.702,15.6,6.3,2.8,0.6
280,Terence Stansbury\stanste01,1987,1987,1,44,375,67,156,11,29,31,50,8,24,57,13,0,29,78,176,.429,.379,.620,8.5,4.0,0.5,1.3
281,Vladimir Stepania\stepavl01,1999,2000,2,53,515,82,204,0,9,38,76,48,122,15,20,34,54,102,202,.402,.000,.500,9.7,3.8,2.3,0.3
282,Larry Stewart\stewala01,1997,1997,1,70,982,112,252,9,37,67,93,75,171,52,31,23,63,108,300,.444,.243,.720,14.0,4.3,2.4,0.7
283,Alex Stivrins\stivral01,1986,1986,1,3,14,1,4,0,0,1,4,3,3,1,0,0,3,2,3,.250,,.250,4.7,1.0,1.0,0.3
284,Jon Sundvold\sundvjo01,1984,1985,2,146,2434,387,888,21,75,112,131,40,161,445,65,2,166,168,907,.436,.280,.855,16.7,6.2,1.1,3.0
285,Robert Swift\swiftro01,2005,2009,4,97,1500,172,340,0,0,72,118,122,376,20,26,86,71,224,416,.506,,.610,15.5,4.3,3.9,0.2
286,Wally Szczerbiak\szczewa02,2008,2008,1,50,1180,236,513,71,166,113,134,16,136,69,14,5,56,67,656,.460,.428,.843,23.6,13.1,2.7,1.4
287,Sebastian Telfair\telfase01,2015,2015,1,16,327,46,125,18,60,24,34,2,30,45,10,0,18,29,134,.368,.300,.706,20.4,8.4,1.9,2.8
288,Hasheem Thabeet\thabeha01,2013,2014,2,89,962,77,129,0,0,33,58,78,235,12,34,69,55,195,187,.597,,.569,10.8,2.1,2.6,0.1
289,Etan Thomas\thomaet01,2010,2010,1,23,321,31,68,0,0,13,22,18,64,1,4,16,18,39,75,.456,,.591,14.0,3.3,2.8,0.0
290,Kurt Thomas\thomaku01,2008,2008,1,42,1060,139,271,0,0,39,56,94,369,53,35,43,28,131,317,.513,,.696,25.2,7.5,8.8,1.3
291,Lance Thomas\thomala01,2015,2015,1,22,450,45,126,0,1,23,33,28,75,20,11,0,17,38,113,.357,.000,.697,20.5,5.1,3.4,0.9
292,David Thompson\thompda01,1983,1984,2,94,2504,534,1090,2,11,360,453,114,314,235,57,46,190,172,1430,.490,.182,.795,26.6,15.2,3.3,2.5
293,Rod Thorn\thornro01,1968,1971,4,177,3107,669,1462,,,407,565,,467,509,,,,243,1745,.458,,.720,17.6,9.9,2.6,2.9
294,Sedale Threatt\threase01,1988,1991,4,234,5121,1055,2072,30,104,355,437,110,364,780,294,25,311,539,2495,.509,.288,.812,21.9,10.7,1.6,3.3
295,Ray Tolbert\tolbera01,1982,1983,2,97,1204,180,348,0,3,39,71,85,250,56,24,38,84,161,399,.517,.000,.549,12.4,4.1,2.6,0.6
296,Dean Tolson\tolsode01,1975,1978,3,80,681,153,280,,,96,176,85,179,34,36,27,1,97,402,.546,,.545,8.5,5.0,2.2,0.4
297,John Tresvant\tresvjo01,1969,1970,2,75,2079,358,796,,,255,356,,629,158,,,,271,971,.450,,.716,27.7,12.9,8.4,2.1
298,Al Tucker\tuckeal01,1968,1969,2,137,3627,672,1533,,,295,434,,922,166,,,,373,1639,.438,,.680,26.5,12.0,6.7,1.2
299,Sam Vincent\vincesa01,1988,1988,1,43,548,72,152,5,13,46,60,17,49,137,21,4,52,63,195,.474,.385,.767,12.7,4.5,1.1,3.2
300,Fred Vinson\vinsofr01,2000,2000,1,8,40,5,17,2,7,1,2,0,1,0,3,0,4,2,13,.294,.286,.500,5.0,1.6,0.1,0.0
301,Danny Vranes\vraneda01,1982,1986,5,395,9035,944,1872,1,11,463,795,667,1735,528,271,212,468,1141,2352,.504,.091,.582,22.9,6.0,4.4,1.3
302,Dion Waiters\waitedi01,2015,2016,2,125,3574,519,1310,137,400,182,269,65,337,243,127,26,183,239,1357,.396,.343,.677,28.6,10.9,2.7,1.9
303,Wally Walker\walkewa01,1978,1982,5,350,6577,1084,2292,0,5,375,575,423,1169,531,146,83,410,737,2543,.473,.000,.652,18.8,7.3,3.3,1.5
304,Earl Watson\watsoea01,2002,2009,5,311,7764,970,2326,219,641,360,486,151,748,1613,309,53,610,604,2519,.417,.342,.741,25.0,8.1,2.4,5.2
305,Slick Watts\wattssl01,1974,1978,5,337,9692,1401,3363,,,594,998,381,1197,2274,833,80,92,1075,3396,.417,,.595,28.8,10.1,3.6,6.7
306,Nick Weatherspoon\weathni01,1977,1977,1,51,1505,283,614,,,86,136,109,404,51,49,23,,149,652,.461,,.632,29.5,12.8,7.9,1.0
307,Kyle Weaver\weaveky01,2009,2010,2,68,1310,125,279,39,112,46,64,32,148,112,53,31,73,94,335,.448,.348,.719,19.3,4.9,2.2,1.6
308,Marvin Webster\webstma01,1978,1978,1,82,2910,427,851,,,290,461,361,1035,203,48,162,257,262,1144,.502,,.629,35.5,14.0,12.6,2.5
309,Bob Weiss\weissbo01,1968,1968,1,82,1614,295,686,,,213,254,,150,342,,,,137,803,.430,,.839,19.7,9.8,1.8,4.2
310,Delonte West\westde01,2008,2008,1,35,727,97,250,19,56,26,39,13,96,113,30,10,66,44,239,.388,.339,.667,20.8,6.8,2.7,3.2
311,Russell Westbrook\westbru01,2009,2019,11,750,25768,6014,13823,804,2595,4397,5411,1265,4980,6129,1300,217,3011,1823,17229,.435,.310,.813,34.4,23.0,6.6,8.2
312,Paul Westphal\westppa01,1981,1981,1,36,1078,221,500,6,25,153,184,11,68,148,46,14,78,70,601,.442,.240,.832,29.9,16.7,1.9,4.1
313,D.J. White\whitedj01,2009,2011,3,42,451,81,156,0,0,24,33,32,107,14,14,16,13,53,186,.519,,.727,10.7,4.4,2.5,0.3
314,Rudy White\whiteru01,1981,1981,1,12,165,14,47,0,1,11,12,1,11,18,5,1,9,16,39,.298,.000,.917,13.8,3.3,0.9,1.5
315,Chris Wilcox\wilcoch01,2006,2009,4,210,5916,1064,2007,0,12,526,780,441,1494,223,152,98,325,591,2654,.530,.000,.674,28.2,12.6,7.1,1.1
316,Lenny Wilkens\wilkele01,1969,1972,4,308,11895,2042,4680,,,1926,2460,,1546,2777,,,,916,6010,.436,,.783,38.6,19.5,5.0,9.0
317,Bob Wilkerson\wilkebo01,1977,1977,1,78,1552,221,573,,,84,122,96,258,171,72,8,,136,526,.386,,.689,19.9,6.7,3.3,2.2
318,Damien Wilkins\wilkida02,2005,2009,5,310,6561,876,2091,157,464,450,556,287,802,476,270,64,343,539,2359,.419,.338,.809,21.2,7.6,2.6,1.5
319,Mike Wilks\wilksmi01,2006,2010,4,64,720,89,193,8,24,56,77,19,71,102,22,4,47,67,242,.461,.333,.727,11.3,3.8,1.1,1.6
320,Aaron Williams\williaa01,1998,1999,2,105,1215,167,343,0,2,120,159,102,275,36,33,62,80,194,454,.487,.000,.755,11.6,4.3,2.6,0.3
321,Gus Williams\willigu01,1978,1984,6,477,16262,3978,8374,22,144,1698,2216,552,1429,2865,1086,194,1219,951,9676,.475,.153,.766,34.1,20.3,3.0,6.0
322,Kevin Williams\willike01,1987,1988,2,145,1787,331,746,1,14,158,188,108,210,162,107,15,131,361,821,.444,.071,.840,12.3,5.7,1.4,1.1
323,Milt Williams\willimi01,1974,1974,1,53,505,62,149,,,41,63,19,47,103,25,0,,82,165,.416,,.651,9.5,3.1,0.9,1.9
324,Reggie Williams\willire02,2014,2014,1,3,17,5,9,1,3,0,0,0,0,1,1,0,2,1,11,.556,.333,,5.7,3.7,0.0,0.3
325,Shammond Williams\willish01,2000,2002,3,162,2358,326,786,113,289,148,186,62,247,351,70,6,157,157,913,.415,.391,.796,14.6,5.6,1.5,2.2
326,George Wilson\wilsoge01,1968,1968,1,77,1236,179,498,,,109,155,,470,56,,,,218,467,.359,,.703,16.1,6.1,6.1,0.7
327,Lee Winfield\winfile01,1970,1973,4,277,5477,958,2028,,,486,730,,635,803,,,,520,2402,.472,,.666,19.8,8.7,2.3,2.9
328,David Wingate\wingada01,1996,2001,4,184,2179,246,569,43,112,80,110,59,209,177,85,12,116,233,615,.432,.384,.727,11.8,3.3,1.1,1.0
329,Dontonio Wingfield\wingfdo01,1995,1995,1,20,81,18,51,2,12,8,10,11,30,3,5,3,8,15,46,.353,.167,.800,4.1,2.3,1.5,0.2
